yyyymmdd,from_ccy,to_ccy,fx_rate
20190424,GBP,JPY,144.761
20190425,GBP,JPY,144.07
20190426,GBP,JPY,144.181
20190428,GBP,JPY,144.20600000000002
20190429,GBP,JPY,144.482
20190430,GBP,JPY,145.264
20190501,GBP,JPY,145.404
20190502,GBP,JPY,145.316
20190503,GBP,JPY,146.36
20190505,GBP,JPY,145.457
20190506,GBP,JPY,145.05200000000002
20190507,GBP,JPY,144.166
20190508,GBP,JPY,143.196
20190509,GBP,JPY,142.797
20190510,GBP,JPY,142.895
20190512,GBP,JPY,142.717
20190513,GBP,JPY,141.63
20190514,GBP,JPY,141.451
20190515,GBP,JPY,140.79
20190516,GBP,JPY,140.578
20190517,GBP,JPY,140.055
20190519,GBP,JPY,140.276
20190520,GBP,JPY,140.05200000000002
20190521,GBP,JPY,140.40200000000002
20190522,GBP,JPY,139.703
20190523,GBP,JPY,138.72799999999998
20190524,GBP,JPY,138.965
20190526,GBP,JPY,139.149
20190527,GBP,JPY,138.839
20190528,GBP,JPY,138.389
20190529,GBP,JPY,138.376
20190530,GBP,JPY,138.214
20190531,GBP,JPY,136.793
20190602,GBP,JPY,136.797
20190603,GBP,JPY,136.866
20190604,GBP,JPY,137.29399999999998
20190605,GBP,JPY,137.616
20190606,GBP,JPY,137.613
20190607,GBP,JPY,137.804
20190609,GBP,JPY,138.191
20190610,GBP,JPY,137.567
20190611,GBP,JPY,138.097
20190612,GBP,JPY,137.678
20190613,GBP,JPY,137.349
20190614,GBP,JPY,136.66299999999998
20190616,GBP,JPY,136.52
20190617,GBP,JPY,136.055
20190618,GBP,JPY,136.18
20190619,GBP,JPY,136.639
20190620,GBP,JPY,136.3
20190621,GBP,JPY,136.634
20190623,GBP,JPY,136.71
20190624,GBP,JPY,136.72799999999998
20190625,GBP,JPY,136.013
20190626,GBP,JPY,136.795
20190627,GBP,JPY,136.655
20190628,GBP,JPY,136.924
20190630,GBP,JPY,137.44299999999998
20190701,GBP,JPY,137.08700000000002
20190702,GBP,JPY,135.858
20190703,GBP,JPY,135.576
20190704,GBP,JPY,135.62
20190705,GBP,JPY,135.858
20190707,GBP,JPY,135.873
20190708,GBP,JPY,136.061
20190709,GBP,JPY,135.71
20190710,GBP,JPY,135.59799999999998
20190711,GBP,JPY,135.83100000000002
20190712,GBP,JPY,135.667
20190714,GBP,JPY,135.74
20190715,GBP,JPY,135.065
20190716,GBP,JPY,134.29399999999998
20190717,GBP,JPY,134.215
20190718,GBP,JPY,134.643
20190719,GBP,JPY,134.65
20190721,GBP,JPY,134.634
20190722,GBP,JPY,134.579
20190723,GBP,JPY,134.674
20190724,GBP,JPY,135.061
20190725,GBP,JPY,135.345
20190726,GBP,JPY,134.595
20190728,GBP,JPY,134.49
20190729,GBP,JPY,132.923
20190730,GBP,JPY,131.97899999999998
20190731,GBP,JPY,132.263
20190801,GBP,JPY,130.215
20190802,GBP,JPY,129.637
20190804,GBP,JPY,129.374
20190805,GBP,JPY,128.678
20190806,GBP,JPY,129.566
20190807,GBP,JPY,129.042
20190808,GBP,JPY,128.727
20190809,GBP,JPY,127.219
20190811,GBP,JPY,127.243
20190812,GBP,JPY,127.15700000000001
20190813,GBP,JPY,128.721
20190814,GBP,JPY,127.729
20190815,GBP,JPY,128.305
20190816,GBP,JPY,129.285
20190818,GBP,JPY,129.186
20190819,GBP,JPY,129.315
20190820,GBP,JPY,129.278
20190821,GBP,JPY,129.341
20190822,GBP,JPY,130.391
20190823,GBP,JPY,129.306
20190825,GBP,JPY,128.791
20190826,GBP,JPY,129.667
20190827,GBP,JPY,129.97899999999998
20190828,GBP,JPY,129.59799999999998
20190829,GBP,JPY,129.759
20190830,GBP,JPY,129.27
20190901,GBP,JPY,128.938
20190902,GBP,JPY,128.188
20190903,GBP,JPY,127.999
20190904,GBP,JPY,130.344
20190905,GBP,JPY,131.908
20190906,GBP,JPY,131.322
20190908,GBP,JPY,131.122
20190909,GBP,JPY,132.4
20190910,GBP,JPY,132.825
20190911,GBP,JPY,132.906
20190912,GBP,JPY,133.36700000000002
20190913,GBP,JPY,135.155
20190915,GBP,JPY,134.105
20190916,GBP,JPY,134.411
20190917,GBP,JPY,135.156
20190918,GBP,JPY,135.262
20190919,GBP,JPY,135.29
20190920,GBP,JPY,134.247
20190922,GBP,JPY,134.311
20190923,GBP,JPY,133.695
20190924,GBP,JPY,133.704
20190925,GBP,JPY,133.144
20190926,GBP,JPY,132.936
20190927,GBP,JPY,132.629
20190929,GBP,JPY,132.793
20190930,GBP,JPY,132.812
20191001,GBP,JPY,132.55
20191002,GBP,JPY,131.877
20161003,GBP,KRW,1418.3411
20161004,GBP,KRW,1421.2311
20161005,GBP,KRW,1421.5212
20161006,GBP,KRW,1407.2731
20161007,GBP,KRW,1387.5541
20161010,GBP,KRW,1370.2881
20161011,GBP,KRW,1363.9601
20161012,GBP,KRW,1373.9462
20161013,GBP,KRW,1384.3632
20161014,GBP,KRW,1384.9262
20161017,GBP,KRW,1384.9811
20161018,GBP,KRW,1383.8272
20161019,GBP,KRW,1376.6951
20161020,GBP,KRW,1387.0712
20161021,GBP,KRW,1390.2592
20161024,GBP,KRW,1390.0782
20161025,GBP,KRW,1377.6662
20161026,GBP,KRW,1394.6122
20161027,GBP,KRW,1395.5942
20161028,GBP,KRW,1398.2452
20161031,GBP,KRW,1400.0712
20161101,GBP,KRW,1402.7072
20161102,GBP,KRW,1408.8661
20161103,GBP,KRW,1425.3871
20161104,GBP,KRW,1429.0271
20161107,GBP,KRW,1415.2452
20161108,GBP,KRW,1397.7842
20161109,GBP,KRW,1436.4861
20161110,GBP,KRW,1464.0292
20161111,GBP,KRW,1467.7752
20161114,GBP,KRW,1459.8642
20161115,GBP,KRW,1454.2051
20161116,GBP,KRW,1456.3492
20161117,GBP,KRW,1465.4131
20161118,GBP,KRW,1457.9162
20161121,GBP,KRW,1474.4241
20161122,GBP,KRW,1453.5982
20161123,GBP,KRW,1470.5262
20161124,GBP,KRW,1471.8962
20161125,GBP,KRW,1466.6132
20161128,GBP,KRW,1454.2261
20161129,GBP,KRW,1458.8952
20161130,GBP,KRW,1473.0472
20161201,GBP,KRW,1470.3702
20161202,GBP,KRW,1487.4582
20161205,GBP,KRW,1485.8262
20161206,GBP,KRW,1485.2781
20161207,GBP,KRW,1462.1392
20161208,GBP,KRW,1458.9872
20161209,GBP,KRW,1469.0532
20161212,GBP,KRW,1476.4372
20161213,GBP,KRW,1473.7652
20161214,GBP,KRW,1482.2232
20161215,GBP,KRW,1469.2931
20161216,GBP,KRW,1481.7242
20161219,GBP,KRW,1472.3432
20161220,GBP,KRW,1474.6512
20161221,GBP,KRW,1475.2072
20161222,GBP,KRW,1480.3732
20161223,GBP,KRW,1475.0362
20161226,GBP,KRW,1474.4341
20161227,GBP,KRW,1481.8842
20161228,GBP,KRW,1481.6691
20161229,GBP,KRW,1479.5712
20161230,GBP,KRW,1491.0882
20170102,GBP,KRW,1478.0472
20170103,GBP,KRW,1476.7852
20170104,GBP,KRW,1473.9742
20170105,GBP,KRW,1470.2322
20170106,GBP,KRW,1476.3091
20170109,GBP,KRW,1463.5202
20170110,GBP,KRW,1463.3482
20170111,GBP,KRW,1450.5212
20170112,GBP,KRW,1429.6922
20170113,GBP,KRW,1430.9742
20170116,GBP,KRW,1427.4252
20170117,GBP,KRW,1440.4742
20170118,GBP,KRW,1444.8661
20170119,GBP,KRW,1450.7072
20170120,GBP,KRW,1454.1421
20170123,GBP,KRW,1460.8702
20170124,GBP,KRW,1464.3151
20170125,GBP,KRW,1468.8652
20170126,GBP,KRW,1476.2862
20170127,GBP,KRW,1479.9012
20170130,GBP,KRW,1461.7502
20170131,GBP,KRW,1448.6202
20170201,GBP,KRW,1460.4751
20170202,GBP,KRW,1433.2771
20170203,GBP,KRW,1421.3312
20170206,GBP,KRW,1415.0961
20170207,GBP,KRW,1430.4222
20170208,GBP,KRW,1436.2521
20170209,GBP,KRW,1439.1042
20170210,GBP,KRW,1432.1471
20170213,GBP,KRW,1439.9861
20170214,GBP,KRW,1419.9921
20170215,GBP,KRW,1414.8132
20170216,GBP,KRW,1426.3241
20170217,GBP,KRW,1427.6102
20170220,GBP,KRW,1427.4231
20170221,GBP,KRW,1426.8141
20170222,GBP,KRW,1418.5302
20170223,GBP,KRW,1422.5961
20170224,GBP,KRW,1409.2852
20170227,GBP,KRW,1411.9312
20170228,GBP,KRW,1407.0381
20170301,GBP,KRW,1401.8002
20170302,GBP,KRW,1410.8262
20170303,GBP,KRW,1416.9562
20170306,GBP,KRW,1413.5462
20170307,GBP,KRW,1404.0512
20170308,GBP,KRW,1405.6951
20170309,GBP,KRW,1411.1232
20170310,GBP,KRW,1396.7731
20170313,GBP,KRW,1402.7072
20170314,GBP,KRW,1397.4122
20170315,GBP,KRW,1387.1242
20170316,GBP,KRW,1395.3232
20170317,GBP,KRW,1404.6581
20170320,GBP,KRW,1377.3432
20170321,GBP,KRW,1401.8002
20170322,GBP,KRW,1394.8212
20170323,GBP,KRW,1405.6912
20170324,GBP,KRW,1393.5552
20170327,GBP,KRW,1396.0252
20170328,GBP,KRW,1390.1442
20170329,GBP,KRW,1382.2482
20170330,GBP,KRW,1395.3072
20170331,GBP,KRW,1402.6061
20170403,GBP,KRW,1395.0522
20170404,GBP,KRW,1399.6332
20170405,GBP,KRW,1408.4902
20170406,GBP,KRW,1411.0021
20170407,GBP,KRW,1403.5412
20170410,GBP,KRW,1419.7662
20170411,GBP,KRW,1430.7442
20170412,GBP,KRW,1423.1381
20170413,GBP,KRW,1420.8792
20170414,GBP,KRW,1423.6202
20170417,GBP,KRW,1423.5651
20170418,GBP,KRW,1466.7012
20170419,GBP,KRW,1461.8022
20170420,GBP,KRW,1458.3692
20170421,GBP,KRW,1454.8401
20170424,GBP,KRW,1451.5021
20170425,GBP,KRW,1448.2822
20170426,GBP,KRW,1455.6552
20170427,GBP,KRW,1460.3382
20170428,GBP,KRW,1473.6142
20170501,GBP,KRW,1465.7222
20170502,GBP,KRW,1461.0062
20170503,GBP,KRW,1459.0822
20170504,GBP,KRW,1467.7352
20170505,GBP,KRW,1475.6221
20170508,GBP,KRW,1467.0911
20170509,GBP,KRW,1473.0602
20170510,GBP,KRW,1464.1962
20170511,GBP,KRW,1449.8292
20170512,GBP,KRW,1454.0892
20170515,GBP,KRW,1443.1922
20170516,GBP,KRW,1441.7492
20170517,GBP,KRW,1456.8312
20170518,GBP,KRW,1461.2392
20170519,GBP,KRW,1458.2352
20170522,GBP,KRW,1450.4751
20170523,GBP,KRW,1458.7681
20170524,GBP,KRW,1452.0612
20170525,GBP,KRW,1450.0102
20170526,GBP,KRW,1432.6421
20170529,GBP,KRW,1440.7692
20170530,GBP,KRW,1445.8611
20170531,GBP,KRW,1443.2981
20170601,GBP,KRW,1445.2752
20170602,GBP,KRW,1441.5772
20170605,GBP,KRW,1443.1001
20170606,GBP,KRW,1443.6652
20170607,GBP,KRW,1457.0832
20170608,GBP,KRW,1453.3052
20170609,GBP,KRW,1434.0522
20170612,GBP,KRW,1431.6731
20170613,GBP,KRW,1438.2182
20170614,GBP,KRW,1428.1872
20170615,GBP,KRW,1442.6132
20170616,GBP,KRW,1448.3122
20170619,GBP,KRW,1447.9942
20170620,GBP,KRW,1441.4341
20170621,GBP,KRW,1448.1182
20170622,GBP,KRW,1444.8091
20170623,GBP,KRW,1443.3082
20170626,GBP,KRW,1442.1991
20170627,GBP,KRW,1461.6512
20170628,GBP,KRW,1472.3052
20170629,GBP,KRW,1492.3151
20170630,GBP,KRW,1491.9622
20170703,GBP,KRW,1488.4971
20170704,GBP,KRW,1486.7662
20170705,GBP,KRW,1492.5602
20170706,GBP,KRW,1501.0622
20170707,GBP,KRW,1487.2612
20170710,GBP,KRW,1480.7172
20170711,GBP,KRW,1476.1492
20170712,GBP,KRW,1466.7452
20170713,GBP,KRW,1472.2702
20170714,GBP,KRW,1479.8301
20170717,GBP,KRW,1472.7962
20170718,GBP,KRW,1467.4582
20170719,GBP,KRW,1464.7302
20170720,GBP,KRW,1454.7642
20170721,GBP,KRW,1454.9212
20170724,GBP,KRW,1453.2721
20170725,GBP,KRW,1458.7612
20170726,GBP,KRW,1460.0801
20170727,GBP,KRW,1459.9102
20170728,GBP,KRW,1477.3282
20170731,GBP,KRW,1479.1381
20170801,GBP,KRW,1481.0112
20170802,GBP,KRW,1484.9432
20170803,GBP,KRW,1483.1802
20170804,GBP,KRW,1471.7151
20170807,GBP,KRW,1469.2012
20170808,GBP,KRW,1467.1832
20170809,GBP,KRW,1481.7361
20170810,GBP,KRW,1484.6791
20170811,GBP,KRW,1486.9072
20170814,GBP,KRW,1477.0541
20170815,GBP,KRW,1462.6052
20170816,GBP,KRW,1463.9892
20170817,GBP,KRW,1470.3132
20170818,GBP,KRW,1467.3272
20170821,GBP,KRW,1468.9252
20170822,GBP,KRW,1451.8112
20170823,GBP,KRW,1442.3752
20170824,GBP,KRW,1444.2582
20170825,GBP,KRW,1444.7302
20170828,GBP,KRW,1446.4982
20170829,GBP,KRW,1452.7812
20170830,GBP,KRW,1453.0491
20170831,GBP,KRW,1454.3572
20170901,GBP,KRW,1453.3752
20170904,GBP,KRW,1465.8832
20170905,GBP,KRW,1476.0312
20170906,GBP,KRW,1477.0522
20170907,GBP,KRW,1477.8372
20170908,GBP,KRW,1493.5901
20170911,GBP,KRW,1487.8972
20170912,GBP,KRW,1499.2532
20170913,GBP,KRW,1495.4892
20170914,GBP,KRW,1519.6982
20170915,GBP,KRW,1539.3762
20170918,GBP,KRW,1524.4422
20170919,GBP,KRW,1528.3382
20170920,GBP,KRW,1527.2831
20170921,GBP,KRW,1538.3871
20170922,GBP,KRW,1528.8132
20170925,GBP,KRW,1528.3771
20170926,GBP,KRW,1531.2442
20170927,GBP,KRW,1533.7392
20170928,GBP,KRW,1540.2292
20170929,GBP,KRW,1534.1702
20171002,GBP,KRW,1522.2812
20171003,GBP,KRW,1513.3752
20171004,GBP,KRW,1514.1822
20171005,GBP,KRW,1498.7282
20171006,GBP,KRW,1497.0381
20171009,GBP,KRW,1503.1262
20171010,GBP,KRW,1498.9882
20171011,GBP,KRW,1497.9002
20171012,GBP,KRW,1502.4962
20171013,GBP,KRW,1497.0021
20171016,GBP,KRW,1495.1431
20171017,GBP,KRW,1492.1572
20171018,GBP,KRW,1495.9852
20171019,GBP,KRW,1485.8041
20171020,GBP,KRW,1493.2762
20171023,GBP,KRW,1492.3511
20171024,GBP,KRW,1484.7521
20171025,GBP,KRW,1495.7982
20171026,GBP,KRW,1485.5252
20171027,GBP,KRW,1478.2302
20171030,GBP,KRW,1485.6262
20171031,GBP,KRW,1485.5992
20171101,GBP,KRW,1472.2571
20171102,GBP,KRW,1452.3992
20171103,GBP,KRW,1459.5641
20171106,GBP,KRW,1466.1182
20171107,GBP,KRW,1466.6941
20171108,GBP,KRW,1461.5292
20171109,GBP,KRW,1469.2311
20171110,GBP,KRW,1478.8222
20171113,GBP,KRW,1468.2972
20171114,GBP,KRW,1468.5942
20171115,GBP,KRW,1456.4282
20171116,GBP,KRW,1449.9592
20171117,GBP,KRW,1447.8661
20171120,GBP,KRW,1453.0541
20171121,GBP,KRW,1444.4822
20171122,GBP,KRW,1447.2432
20171123,GBP,KRW,1442.6282
20171124,GBP,KRW,1447.6822
20171127,GBP,KRW,1453.9472
20171128,GBP,KRW,1445.9212
20171129,GBP,KRW,1451.1782
20171130,GBP,KRW,1472.1492
20171201,GBP,KRW,1460.9532
20171204,GBP,KRW,1463.8492
20171205,GBP,KRW,1462.0882
20171206,GBP,KRW,1464.8921
20171207,GBP,KRW,1474.1951
20171208,GBP,KRW,1462.2471
20171211,GBP,KRW,1452.3892
20171212,GBP,KRW,1455.1741
20171213,GBP,KRW,1455.1841
20171214,GBP,KRW,1462.9312
20171215,GBP,KRW,1451.1042
20171218,GBP,KRW,1453.3771
20171219,GBP,KRW,1453.2521
20171220,GBP,KRW,1445.2962
20171221,GBP,KRW,1446.4382
20171222,GBP,KRW,1439.1802
20171225,GBP,KRW,1440.0602
20171226,GBP,KRW,1439.5582
20171227,GBP,KRW,1440.7891
20171228,GBP,KRW,1438.4872
20171229,GBP,KRW,1442.9992
20180101,GBP,KRW,1440.2172
20180102,GBP,KRW,1444.7132
20180103,GBP,KRW,1439.0512
20180104,GBP,KRW,1439.5281
20180105,GBP,KRW,1441.4231
20180108,GBP,KRW,1450.3422
20180109,GBP,KRW,1451.5192
20180110,GBP,KRW,1445.4252
20180111,GBP,KRW,1443.1972
20180112,GBP,KRW,1455.0402
20180115,GBP,KRW,1466.9092
20180116,GBP,KRW,1467.6042
20180117,GBP,KRW,1476.0792
20180118,GBP,KRW,1487.6602
20180119,GBP,KRW,1479.3721
20180122,GBP,KRW,1495.3561
20180123,GBP,KRW,1503.8312
20180124,GBP,KRW,1516.6282
20180125,GBP,KRW,1508.2261
20180126,GBP,KRW,1506.8702
20180129,GBP,KRW,1507.2532
20180130,GBP,KRW,1518.0391
20180131,GBP,KRW,1518.6942
20180201,GBP,KRW,1527.5322
20180202,GBP,KRW,1539.7282
20180205,GBP,KRW,1528.5782
20180206,GBP,KRW,1506.8301
20180207,GBP,KRW,1513.4372
20180208,GBP,KRW,1526.9262
20180209,GBP,KRW,1500.6161
20180212,GBP,KRW,1498.0322
20180213,GBP,KRW,1507.9692
20180214,GBP,KRW,1499.1622
20180215,GBP,KRW,1500.3812
20180216,GBP,KRW,1497.5281
20180219,GBP,KRW,1494.2722
20180220,GBP,KRW,1505.0562
20180221,GBP,KRW,1497.7072
20180222,GBP,KRW,1508.0762
20180223,GBP,KRW,1504.1822
20180226,GBP,KRW,1495.3832
20180227,GBP,KRW,1503.7442
20180228,GBP,KRW,1493.3072
20180301,GBP,KRW,1491.7421
20180302,GBP,KRW,1489.9792
20180305,GBP,KRW,1493.0192
20180306,GBP,KRW,1478.0362
20180307,GBP,KRW,1483.0431
20180308,GBP,KRW,1483.5452
20180309,GBP,KRW,1475.5092
20180312,GBP,KRW,1480.3362
20180313,GBP,KRW,1489.5722
20180314,GBP,KRW,1485.7862
20180315,GBP,KRW,1490.9302
20180316,GBP,KRW,1492.9092
20180319,GBP,KRW,1505.4902
20180320,GBP,KRW,1500.4042
20180321,GBP,KRW,1505.6812
20180322,GBP,KRW,1523.9512
20180323,GBP,KRW,1531.6302
20180326,GBP,KRW,1530.9722
20180327,GBP,KRW,1522.1531
20180328,GBP,KRW,1498.3921
20180329,GBP,KRW,1489.7602
20180330,GBP,KRW,1487.4622
20180402,GBP,KRW,1484.7282
20180403,GBP,KRW,1483.0312
20180404,GBP,KRW,1490.0322
20180405,GBP,KRW,1487.5522
20180406,GBP,KRW,1509.7032
20180409,GBP,KRW,1511.5952
20180410,GBP,KRW,1509.5412
20180411,GBP,KRW,1512.3301
20180412,GBP,KRW,1523.7802
20180413,GBP,KRW,1525.9472
20180416,GBP,KRW,1534.9462
20180417,GBP,KRW,1524.9042
20180418,GBP,KRW,1512.8931
20180419,GBP,KRW,1502.5822
20180420,GBP,KRW,1500.0892
20180423,GBP,KRW,1507.1552
20180424,GBP,KRW,1505.9232
20180425,GBP,KRW,1507.5701
20180426,GBP,KRW,1500.4661
20180427,GBP,KRW,1472.3232
20180430,GBP,KRW,1473.8881
20180501,GBP,KRW,1461.5812
20180502,GBP,KRW,1465.7012
20180503,GBP,KRW,1460.0541
20180504,GBP,KRW,1453.3251
20180507,GBP,KRW,1464.4551
20180508,GBP,KRW,1461.2521
20180509,GBP,KRW,1462.0722
20180510,GBP,KRW,1440.7352
20180511,GBP,KRW,1446.5112
20180514,GBP,KRW,1451.6822
20180515,GBP,KRW,1459.7072
20180516,GBP,KRW,1453.5522
20180517,GBP,KRW,1463.1832
20180518,GBP,KRW,1456.2001
20180521,GBP,KRW,1447.1402
20180522,GBP,KRW,1446.0082
20180523,GBP,KRW,1438.0422
20180524,GBP,KRW,1447.3862
20180525,GBP,KRW,1434.0302
20180528,GBP,KRW,1431.3191
20180529,GBP,KRW,1437.1662
20180530,GBP,KRW,1430.5862
20180531,GBP,KRW,1436.7411
20180601,GBP,KRW,1430.8332
20180604,GBP,KRW,1425.1982
20180605,GBP,KRW,1436.0042
20180606,GBP,KRW,1431.0491
20180607,GBP,KRW,1439.1471
20180608,GBP,KRW,1440.9772
20180611,GBP,KRW,1440.9982
20180612,GBP,KRW,1447.1392
20180613,GBP,KRW,1452.5872
20180614,GBP,KRW,1444.1932
20180615,GBP,KRW,1465.4462
20180618,GBP,KRW,1461.6221
20180619,GBP,KRW,1465.1962
20180620,GBP,KRW,1462.1271
20180621,GBP,KRW,1470.6192
20180622,GBP,KRW,1475.6602
20180625,GBP,KRW,1482.0352
20180626,GBP,KRW,1478.8912
20180627,GBP,KRW,1473.2702
20180628,GBP,KRW,1465.9932
20180629,GBP,KRW,1472.7051
20180702,GBP,KRW,1470.5591
20180703,GBP,KRW,1471.6442
20180704,GBP,KRW,1477.2082
20180705,GBP,KRW,1480.4742
20180706,GBP,KRW,1481.7731
20180709,GBP,KRW,1476.1052
20180710,GBP,KRW,1478.8881
20180711,GBP,KRW,1489.8082
20180712,GBP,KRW,1485.1782
20180713,GBP,KRW,1495.5021
20180716,GBP,KRW,1493.5112
20180717,GBP,KRW,1478.0342
20180718,GBP,KRW,1478.2721
20180719,GBP,KRW,1477.3902
20180720,GBP,KRW,1481.4141
20180723,GBP,KRW,1486.1732
20180724,GBP,KRW,1481.8832
20180725,GBP,KRW,1474.2222
20180726,GBP,KRW,1474.1332
20180727,GBP,KRW,1461.8301
20180730,GBP,KRW,1467.8082
20180731,GBP,KRW,1461.1462
20180801,GBP,KRW,1469.5062
20180802,GBP,KRW,1468.5741
20180803,GBP,KRW,1461.1142
20180806,GBP,KRW,1458.2232
20180807,GBP,KRW,1446.4852
20180808,GBP,KRW,1439.1362
20180809,GBP,KRW,1441.0391
20180810,GBP,KRW,1442.7051
20180813,GBP,KRW,1451.8981
20180814,GBP,KRW,1435.0381
20180815,GBP,KRW,1439.2981
20180816,GBP,KRW,1432.9892
20180817,GBP,KRW,1427.0422
20180820,GBP,KRW,1430.8742
20180821,GBP,KRW,1440.6712
20180822,GBP,KRW,1443.9362
20180823,GBP,KRW,1441.1092
20180824,GBP,KRW,1432.2952
20180827,GBP,KRW,1430.7261
20180828,GBP,KRW,1426.5352
20180829,GBP,KRW,1446.8151
20180830,GBP,KRW,1451.5541
20180831,GBP,KRW,1445.4362
20180903,GBP,KRW,1431.4062
20180904,GBP,KRW,1437.6261
20180905,GBP,KRW,1445.3091
20180906,GBP,KRW,1450.7282
20180907,GBP,KRW,1458.0672
20180910,GBP,KRW,1471.7252
20180911,GBP,KRW,1464.6142
20180912,GBP,KRW,1460.9231
20180913,GBP,KRW,1468.0352
20180914,GBP,KRW,1466.1572
20180917,GBP,KRW,1482.1381
20180918,GBP,KRW,1476.6832
20180919,GBP,KRW,1470.7142
20180920,GBP,KRW,1482.4512
20180921,GBP,KRW,1458.3682
20180924,GBP,KRW,1469.4952
20180925,GBP,KRW,1473.5622
20180926,GBP,KRW,1468.6502
20180927,GBP,KRW,1456.9772
20180928,GBP,KRW,1446.7831
20181001,GBP,KRW,1452.2772
20181002,GBP,KRW,1451.7012
20181003,GBP,KRW,1456.4592
20181004,GBP,KRW,1475.9432
20181005,GBP,KRW,1484.7392
20181008,GBP,KRW,1485.8671
20181009,GBP,KRW,1488.0762
20181010,GBP,KRW,1508.4062
20181011,GBP,KRW,1502.9102
20181012,GBP,KRW,1487.9022
20181015,GBP,KRW,1488.5901
20181016,GBP,KRW,1481.0751
20181017,GBP,KRW,1480.1262
20181018,GBP,KRW,1482.2082
20181019,GBP,KRW,1479.4651
20181022,GBP,KRW,1469.4911
20181023,GBP,KRW,1474.9542
20181024,GBP,KRW,1468.4642
20181025,GBP,KRW,1457.8262
20181026,GBP,KRW,1462.8652
20181029,GBP,KRW,1463.4921
20181030,GBP,KRW,1448.0462
20181031,GBP,KRW,1458.1882
20181101,GBP,KRW,1462.3012
20181102,GBP,KRW,1449.9272
20181105,GBP,KRW,1461.5822
20181106,GBP,KRW,1469.7912
20181107,GBP,KRW,1466.3422
20181108,GBP,KRW,1454.8432
20181109,GBP,KRW,1467.2752
20181112,GBP,KRW,1464.1962
20181113,GBP,KRW,1467.5591
20181114,GBP,KRW,1471.3132
20181115,GBP,KRW,1441.6392
20181116,GBP,KRW,1439.2571
20181119,GBP,KRW,1446.5922
20181120,GBP,KRW,1445.2282
20181121,GBP,KRW,1441.2421
20181122,GBP,KRW,1462.0491
20181123,GBP,KRW,1451.8382
20181126,GBP,KRW,1447.3032
20181127,GBP,KRW,1441.0982
20181128,GBP,KRW,1440.9181
20181129,GBP,KRW,1429.0862
20181130,GBP,KRW,1428.5882
20181203,GBP,KRW,1411.8682
20181204,GBP,KRW,1413.2702
20181205,GBP,KRW,1418.7712
20181206,GBP,KRW,1430.1492
20181207,GBP,KRW,1431.3732
20181210,GBP,KRW,1417.3322
20181211,GBP,KRW,1410.5092
20181212,GBP,KRW,1420.4501
20181213,GBP,KRW,1424.8182
20181214,GBP,KRW,1425.3582
20181217,GBP,KRW,1427.2571
20181218,GBP,KRW,1425.3041
20181219,GBP,KRW,1424.5741
20181220,GBP,KRW,1421.6042
20181221,GBP,KRW,1426.2092
20181224,GBP,KRW,1430.7752
20181225,GBP,KRW,1426.7261
20181226,GBP,KRW,1409.3222
20181227,GBP,KRW,1416.3952
20181228,GBP,KRW,1415.6982
20181231,GBP,KRW,1421.8012
20190101,GBP,KRW,1418.4012
20190102,GBP,KRW,1412.5431
20190103,GBP,KRW,1422.6082
20190104,GBP,KRW,1420.1452
20190107,GBP,KRW,1428.3012
20190108,GBP,KRW,1427.7222
20190109,GBP,KRW,1430.0531
20190110,GBP,KRW,1425.1362
20190111,GBP,KRW,1435.9391
20190114,GBP,KRW,1443.2232
20190115,GBP,KRW,1444.1542
20190116,GBP,KRW,1443.6941
20190117,GBP,KRW,1456.5082
20190118,GBP,KRW,1449.4582
20190121,GBP,KRW,1462.4642
20190122,GBP,KRW,1466.4462
20190123,GBP,KRW,1472.6022
20190124,GBP,KRW,1474.5982
20190125,GBP,KRW,1476.7342
20190128,GBP,KRW,1472.0691
20190129,GBP,KRW,1460.6362
20190130,GBP,KRW,1457.1841
20190131,GBP,KRW,1458.6362
20190201,GBP,KRW,1464.0472
20190204,GBP,KRW,1459.9322
20190205,GBP,KRW,1446.8761
20190206,GBP,KRW,1450.3771
20190207,GBP,KRW,1456.8432
20190208,GBP,KRW,1454.3582
20190211,GBP,KRW,1447.8442
20190212,GBP,KRW,1445.5121
20190213,GBP,KRW,1446.4241
20190214,GBP,KRW,1441.5131
20190215,GBP,KRW,1452.4601
20190218,GBP,KRW,1455.6631
20190219,GBP,KRW,1466.8292
20190220,GBP,KRW,1466.0342
20190221,GBP,KRW,1467.5632
20190222,GBP,KRW,1464.6631
20190225,GBP,KRW,1462.4501
20190226,GBP,KRW,1478.8392
20190227,GBP,KRW,1488.0972
20190228,GBP,KRW,1493.0012
20190301,GBP,KRW,1489.2151
20190304,GBP,KRW,1484.3072
20190305,GBP,KRW,1484.1431
20190306,GBP,KRW,1486.1791
20190307,GBP,KRW,1484.4701
20190308,GBP,KRW,1476.0672
20190311,GBP,KRW,1489.4451
20190312,GBP,KRW,1475.1362
20190313,GBP,KRW,1507.1052
20190314,GBP,KRW,1505.0352
20190315,GBP,KRW,1508.5952
20190318,GBP,KRW,1500.0602
20190319,GBP,KRW,1500.4902
20190320,GBP,KRW,1485.7092
20190321,GBP,KRW,1479.2891
20190322,GBP,KRW,1499.8502
20190325,GBP,KRW,1495.2051
20190326,GBP,KRW,1499.3561
20190327,GBP,KRW,1502.1691
