yyyymmdd,from_ccy,to_ccy,fx_rate
20170620,GBP,CAD,1.6757
20170621,GBP,CAD,1.6896
20170622,GBP,CAD,1.6781
20170623,GBP,CAD,1.6873
20170625,GBP,CAD,1.6896
20170626,GBP,CAD,1.685
20170627,GBP,CAD,1.6913
20170628,GBP,CAD,1.6853
20170629,GBP,CAD,1.6912
20170630,GBP,CAD,1.6883
20170702,GBP,CAD,1.6868
20170703,GBP,CAD,1.6832
20170704,GBP,CAD,1.6718
20170705,GBP,CAD,1.6758
20170706,GBP,CAD,1.6833
20170707,GBP,CAD,1.6593
20170709,GBP,CAD,1.6597
20170710,GBP,CAD,1.6605
20170711,GBP,CAD,1.6591
20170712,GBP,CAD,1.6429
20170713,GBP,CAD,1.646
20170714,GBP,CAD,1.656
20170716,GBP,CAD,1.6566
20170717,GBP,CAD,1.6577
20170718,GBP,CAD,1.6467
20170719,GBP,CAD,1.6414
20170720,GBP,CAD,1.6329
20170721,GBP,CAD,1.6295
20170723,GBP,CAD,1.6298
20170724,GBP,CAD,1.6298
20170725,GBP,CAD,1.6292
20170726,GBP,CAD,1.6329
20170727,GBP,CAD,1.6402
20170728,GBP,CAD,1.6333
20170730,GBP,CAD,1.6341
20170731,GBP,CAD,1.6491
20170801,GBP,CAD,1.6553
20170802,GBP,CAD,1.6621
20170803,GBP,CAD,1.6536
20170804,GBP,CAD,1.6495
20170806,GBP,CAD,1.6506
20170807,GBP,CAD,1.6527
20170808,GBP,CAD,1.6458
20170809,GBP,CAD,1.6514
20170810,GBP,CAD,1.6537
20170811,GBP,CAD,1.6488
20170813,GBP,CAD,1.6478
20170814,GBP,CAD,1.6493
20170815,GBP,CAD,1.6419
20170816,GBP,CAD,1.6266
20170817,GBP,CAD,1.6319
20170818,GBP,CAD,1.6196
20170820,GBP,CAD,1.6171
20170821,GBP,CAD,1.62
20170822,GBP,CAD,1.6113
20170823,GBP,CAD,1.6068
20170824,GBP,CAD,1.6025
20170825,GBP,CAD,1.6078
20170827,GBP,CAD,1.6126
20170828,GBP,CAD,1.6175
20170829,GBP,CAD,1.6163
20170830,GBP,CAD,1.6313
20170831,GBP,CAD,1.6139
20170901,GBP,CAD,1.6051
20170903,GBP,CAD,1.6104
20170904,GBP,CAD,1.6056
20170905,GBP,CAD,1.6127
20170906,GBP,CAD,1.5946
20170907,GBP,CAD,1.587
20170908,GBP,CAD,1.6049
20170910,GBP,CAD,1.6033
20170911,GBP,CAD,1.5942
20170912,GBP,CAD,1.6187
20170913,GBP,CAD,1.6081
20170914,GBP,CAD,1.6299
20170915,GBP,CAD,1.6584
20170917,GBP,CAD,1.6536
20170918,GBP,CAD,1.6585
20170919,GBP,CAD,1.6598
20170920,GBP,CAD,1.6631
20170921,GBP,CAD,1.6740000000000002
20170922,GBP,CAD,1.666
20170924,GBP,CAD,1.6637
20170925,GBP,CAD,1.6659
20170926,GBP,CAD,1.6619
20170927,GBP,CAD,1.6702
20170928,GBP,CAD,1.6705
20170929,GBP,CAD,1.6712
20171001,GBP,CAD,1.6704
20171002,GBP,CAD,1.6606
20171003,GBP,CAD,1.6531
20171004,GBP,CAD,1.6529
20171005,GBP,CAD,1.6482
20171006,GBP,CAD,1.6368
20171008,GBP,CAD,1.6413
20171009,GBP,CAD,1.6493
20171010,GBP,CAD,1.6524
20171011,GBP,CAD,1.6474
20171012,GBP,CAD,1.6545
20171013,GBP,CAD,1.6565
20171015,GBP,CAD,1.659
20171016,GBP,CAD,1.6592
20171017,GBP,CAD,1.6517
20171018,GBP,CAD,1.6463
20171019,GBP,CAD,1.6429
20171020,GBP,CAD,1.6651
20171022,GBP,CAD,1.6643
20171023,GBP,CAD,1.6693
20171024,GBP,CAD,1.6647
20171025,GBP,CAD,1.6966
20171026,GBP,CAD,1.6906
20171027,GBP,CAD,1.6813
20171029,GBP,CAD,1.6827
20171030,GBP,CAD,1.6948
20171031,GBP,CAD,1.7119
20171101,GBP,CAD,1.704
20171102,GBP,CAD,1.6726
20171103,GBP,CAD,1.6689
20171105,GBP,CAD,1.6686
20171106,GBP,CAD,1.673
20171107,GBP,CAD,1.6823
20171108,GBP,CAD,1.6694
20171109,GBP,CAD,1.6672
20171110,GBP,CAD,1.6735
20171112,GBP,CAD,1.6702
20171113,GBP,CAD,1.6699
20171114,GBP,CAD,1.676
20171115,GBP,CAD,1.6812
20171116,GBP,CAD,1.6831
20171117,GBP,CAD,1.6863
20171119,GBP,CAD,1.6881
20171120,GBP,CAD,1.6966
20171121,GBP,CAD,1.6917
20171122,GBP,CAD,1.6917
20171123,GBP,CAD,1.692
20171124,GBP,CAD,1.6955
20171126,GBP,CAD,1.6931
20171127,GBP,CAD,1.7006
20171128,GBP,CAD,1.7095
20171129,GBP,CAD,1.725
20171130,GBP,CAD,1.7443
20171201,GBP,CAD,1.7095
20171203,GBP,CAD,1.7074
20171204,GBP,CAD,1.7083
20171205,GBP,CAD,1.7065
20171206,GBP,CAD,1.7125
20171207,GBP,CAD,1.7321
20171208,GBP,CAD,1.7202
20171210,GBP,CAD,1.7203
20171211,GBP,CAD,1.715
20171212,GBP,CAD,1.7134
20171213,GBP,CAD,1.72
20171214,GBP,CAD,1.7185
20171215,GBP,CAD,1.7147
20171217,GBP,CAD,1.7138
20171218,GBP,CAD,1.7213
20171219,GBP,CAD,1.7237
20171220,GBP,CAD,1.7169
20171221,GBP,CAD,1.7052
20171222,GBP,CAD,1.7017
20171224,GBP,CAD,1.7009
20171225,GBP,CAD,1.7012
20171226,GBP,CAD,1.6967
20171227,GBP,CAD,1.6955
20171228,GBP,CAD,1.6892
20171229,GBP,CAD,1.6985
20180101,GBP,CAD,1.6989
20180102,GBP,CAD,1.7001
20180103,GBP,CAD,1.6942
20180104,GBP,CAD,1.6919
20180105,GBP,CAD,1.6843
20180107,GBP,CAD,1.6834
20180108,GBP,CAD,1.6853
20180109,GBP,CAD,1.6877
20180110,GBP,CAD,1.6947
20180111,GBP,CAD,1.6948
20180112,GBP,CAD,1.7109
20180114,GBP,CAD,1.7114
20180115,GBP,CAD,1.7143
20180116,GBP,CAD,1.715
20180117,GBP,CAD,1.7203
20180118,GBP,CAD,1.7252
20180119,GBP,CAD,1.7313
20180121,GBP,CAD,1.7337
20180122,GBP,CAD,1.7405
20180123,GBP,CAD,1.7386
20180124,GBP,CAD,1.7585
20180125,GBP,CAD,1.7504
20180126,GBP,CAD,1.7436
20180128,GBP,CAD,1.7415
20180129,GBP,CAD,1.7366
20180130,GBP,CAD,1.7452
20180131,GBP,CAD,1.7477
20180201,GBP,CAD,1.7499
20180202,GBP,CAD,1.755
20180204,GBP,CAD,1.7541
20180205,GBP,CAD,1.7506
20180206,GBP,CAD,1.7426
20180207,GBP,CAD,1.7446
20180208,GBP,CAD,1.7533
20180209,GBP,CAD,1.7403
20180211,GBP,CAD,1.739
20180212,GBP,CAD,1.7404
20180213,GBP,CAD,1.7494
20180214,GBP,CAD,1.7489
20180215,GBP,CAD,1.7596
20180216,GBP,CAD,1.7621
20180218,GBP,CAD,1.7607
20180219,GBP,CAD,1.7584
20180220,GBP,CAD,1.7701
20180221,GBP,CAD,1.7679
20180222,GBP,CAD,1.7731
20180223,GBP,CAD,1.7652
20180225,GBP,CAD,1.7690000000000001
20180226,GBP,CAD,1.7713
20180227,GBP,CAD,1.777
20180228,GBP,CAD,1.7657
20180301,GBP,CAD,1.7684
20180302,GBP,CAD,1.7779
20180304,GBP,CAD,1.7767
20180305,GBP,CAD,1.7953
20180306,GBP,CAD,1.7881
20180307,GBP,CAD,1.7942
20180308,GBP,CAD,1.7809
20180309,GBP,CAD,1.7743
20180311,GBP,CAD,1.7747
20180312,GBP,CAD,1.7858
20180313,GBP,CAD,1.8102
20180314,GBP,CAD,1.8088
20180315,GBP,CAD,1.819
20180316,GBP,CAD,1.8259
20180318,GBP,CAD,1.8253
20180319,GBP,CAD,1.8341
20180320,GBP,CAD,1.8296
20180321,GBP,CAD,1.8246
20180322,GBP,CAD,1.8238
20180323,GBP,CAD,1.8225
20180325,GBP,CAD,1.8226
20180326,GBP,CAD,1.8274
20180327,GBP,CAD,1.8242
20180328,GBP,CAD,1.819
20180329,GBP,CAD,1.806
20180330,GBP,CAD,1.808
20180401,GBP,CAD,1.8089
20180402,GBP,CAD,1.8135
20180403,GBP,CAD,1.8003
20180404,GBP,CAD,1.7979
20180405,GBP,CAD,1.7852
20180406,GBP,CAD,1.8009
20180408,GBP,CAD,1.7992
20180409,GBP,CAD,1.7942
20180410,GBP,CAD,1.7864
20180411,GBP,CAD,1.7835
20180412,GBP,CAD,1.7908
20180413,GBP,CAD,1.7949
20180415,GBP,CAD,1.7956
20180416,GBP,CAD,1.8019
20180417,GBP,CAD,1.7933
20180418,GBP,CAD,1.7938
20180419,GBP,CAD,1.7851
20180420,GBP,CAD,1.7864
20180422,GBP,CAD,1.7857
20180423,GBP,CAD,1.7911
20180424,GBP,CAD,1.7937
20180425,GBP,CAD,1.7894
20180426,GBP,CAD,1.7913
20180427,GBP,CAD,1.7676
20180429,GBP,CAD,1.7682
20180430,GBP,CAD,1.7674
20180501,GBP,CAD,1.7493
20180502,GBP,CAD,1.7489
20180503,GBP,CAD,1.7439
20180504,GBP,CAD,1.7379
20180506,GBP,CAD,1.7391
20180507,GBP,CAD,1.7462
20180508,GBP,CAD,1.7544
20180509,GBP,CAD,1.7413
20180510,GBP,CAD,1.7258
20180511,GBP,CAD,1.7334
20180513,GBP,CAD,1.7317
20180514,GBP,CAD,1.7368
20180515,GBP,CAD,1.7389
20180516,GBP,CAD,1.725
20180517,GBP,CAD,1.7309999999999999
20180518,GBP,CAD,1.7354
20180520,GBP,CAD,1.7333
20180521,GBP,CAD,1.7168
20180522,GBP,CAD,1.7218
20180523,GBP,CAD,1.7127
20180524,GBP,CAD,1.7235
20180525,GBP,CAD,1.7262
20180527,GBP,CAD,1.7268
20180528,GBP,CAD,1.7296
20180529,GBP,CAD,1.7245
20180530,GBP,CAD,1.7105
20180531,GBP,CAD,1.723
20180601,GBP,CAD,1.7280000000000002
20180603,GBP,CAD,1.729
20180604,GBP,CAD,1.7214
20180605,GBP,CAD,1.7368
20180606,GBP,CAD,1.7361
20180607,GBP,CAD,1.7409999999999999
20180608,GBP,CAD,1.7327
20180610,GBP,CAD,1.7442
20180611,GBP,CAD,1.7362
20180612,GBP,CAD,1.7405
20180613,GBP,CAD,1.7371
20180614,GBP,CAD,1.7378
20180615,GBP,CAD,1.7501
20180617,GBP,CAD,1.749
20180618,GBP,CAD,1.7484
20180619,GBP,CAD,1.7503
20180620,GBP,CAD,1.7531
20180621,GBP,CAD,1.7627
20180622,GBP,CAD,1.7592
20180624,GBP,CAD,1.7590000000000001
20180625,GBP,CAD,1.7659
20180626,GBP,CAD,1.7604
20180627,GBP,CAD,1.7497
20180628,GBP,CAD,1.7329
20180629,GBP,CAD,1.7347
20180701,GBP,CAD,1.7344
20180702,GBP,CAD,1.733
20180703,GBP,CAD,1.7334
20180704,GBP,CAD,1.739
20180705,GBP,CAD,1.7366
20180706,GBP,CAD,1.7373
20180708,GBP,CAD,1.7439
20180709,GBP,CAD,1.7381
20180710,GBP,CAD,1.7409
20180711,GBP,CAD,1.7442
20180712,GBP,CAD,1.7369999999999999
20180713,GBP,CAD,1.7415
20180715,GBP,CAD,1.7412
20180716,GBP,CAD,1.7387
20180717,GBP,CAD,1.7299
20180718,GBP,CAD,1.7211
20180719,GBP,CAD,1.7273
20180720,GBP,CAD,1.7273
20180722,GBP,CAD,1.7239
20180723,GBP,CAD,1.7258
20180724,GBP,CAD,1.7291
20180725,GBP,CAD,1.7207
20180726,GBP,CAD,1.7138
20180727,GBP,CAD,1.7102
20180729,GBP,CAD,1.7117
20180730,GBP,CAD,1.712
20180731,GBP,CAD,1.7069
20180801,GBP,CAD,1.7069
20180802,GBP,CAD,1.6951
20180803,GBP,CAD,1.689
20180805,GBP,CAD,1.6906
20180806,GBP,CAD,1.6832
20180807,GBP,CAD,1.6889
20180808,GBP,CAD,1.6775
20180809,GBP,CAD,1.6736
20180810,GBP,CAD,1.6772
20180812,GBP,CAD,1.679
20180813,GBP,CAD,1.6773
20180814,GBP,CAD,1.6613
20180815,GBP,CAD,1.6686
20180816,GBP,CAD,1.673
20180817,GBP,CAD,1.6651
20180819,GBP,CAD,1.6649
20180820,GBP,CAD,1.6694
20180821,GBP,CAD,1.6819
20180822,GBP,CAD,1.6780000000000002
20180823,GBP,CAD,1.6761
20180824,GBP,CAD,1.6732
20180826,GBP,CAD,1.672
20180827,GBP,CAD,1.6718
20180828,GBP,CAD,1.6648
20180829,GBP,CAD,1.6814
20180830,GBP,CAD,1.6888
20180831,GBP,CAD,1.69
20180902,GBP,CAD,1.6889
20180903,GBP,CAD,1.6853
20180904,GBP,CAD,1.6953
20180905,GBP,CAD,1.7007
20180906,GBP,CAD,1.6992
20180907,GBP,CAD,1.7005
20180909,GBP,CAD,1.7018
20180910,GBP,CAD,1.7148
20180911,GBP,CAD,1.7029
20180912,GBP,CAD,1.6956
20180913,GBP,CAD,1.7037
20180914,GBP,CAD,1.7037
20180916,GBP,CAD,1.7041
20180917,GBP,CAD,1.716
20180918,GBP,CAD,1.7058
20180919,GBP,CAD,1.6995
20180920,GBP,CAD,1.7115
20180921,GBP,CAD,1.6889
20180923,GBP,CAD,1.6909
20180924,GBP,CAD,1.6999
20180925,GBP,CAD,1.7076
20180926,GBP,CAD,1.7141
20180927,GBP,CAD,1.7054
20180928,GBP,CAD,1.682
20180930,GBP,CAD,1.6757
20181001,GBP,CAD,1.6713
20181002,GBP,CAD,1.6642
20181003,GBP,CAD,1.6654
20181004,GBP,CAD,1.6827
20181005,GBP,CAD,1.6975
20181007,GBP,CAD,1.6996
20181008,GBP,CAD,1.6974
20181009,GBP,CAD,1.7015
20181010,GBP,CAD,1.7244
20181011,GBP,CAD,1.7239
20181012,GBP,CAD,1.7133
20181014,GBP,CAD,1.7038
20181015,GBP,CAD,1.7085
20181016,GBP,CAD,1.705
20181017,GBP,CAD,1.7078
20181018,GBP,CAD,1.7033
20181019,GBP,CAD,1.7133
20181021,GBP,CAD,1.7121
20181022,GBP,CAD,1.6982
20181023,GBP,CAD,1.6988
20181024,GBP,CAD,1.6819
20181025,GBP,CAD,1.6756
20181026,GBP,CAD,1.681
20181028,GBP,CAD,1.6792
20181029,GBP,CAD,1.6803
20181030,GBP,CAD,1.6656
20181031,GBP,CAD,1.6795
20181101,GBP,CAD,1.7023
20181102,GBP,CAD,1.6999
20181104,GBP,CAD,1.705
20181105,GBP,CAD,1.7097
20181106,GBP,CAD,1.7192
20181107,GBP,CAD,1.7211
20181108,GBP,CAD,1.7182
20181109,GBP,CAD,1.7139
20181111,GBP,CAD,1.7058
20181112,GBP,CAD,1.7021
20181113,GBP,CAD,1.7181
20181114,GBP,CAD,1.7205
20181115,GBP,CAD,1.6832
20181116,GBP,CAD,1.6876
20181118,GBP,CAD,1.6895
20181119,GBP,CAD,1.6929
20181120,GBP,CAD,1.7016
20181121,GBP,CAD,1.6907
20181122,GBP,CAD,1.6984
20181123,GBP,CAD,1.6965
20181125,GBP,CAD,1.6963
20181126,GBP,CAD,1.6997
20181127,GBP,CAD,1.6945
20181128,GBP,CAD,1.7025
20181129,GBP,CAD,1.6989
20181130,GBP,CAD,1.694
20181202,GBP,CAD,1.69
20181203,GBP,CAD,1.6791
20181204,GBP,CAD,1.6867
20181205,GBP,CAD,1.7006
20181206,GBP,CAD,1.7105
20181207,GBP,CAD,1.6955
20181209,GBP,CAD,1.6943
20181210,GBP,CAD,1.6828
20181211,GBP,CAD,1.6721
20181212,GBP,CAD,1.686
20181213,GBP,CAD,1.6899
20181214,GBP,CAD,1.6842
20181216,GBP,CAD,1.6867
20181217,GBP,CAD,1.6923
20181218,GBP,CAD,1.702
20181219,GBP,CAD,1.7003
20181220,GBP,CAD,1.7097
20181221,GBP,CAD,1.7176
20181223,GBP,CAD,1.7195
20181224,GBP,CAD,1.7278
20181225,GBP,CAD,1.7225
20181226,GBP,CAD,1.7146
20181227,GBP,CAD,1.7218
20181228,GBP,CAD,1.7317
20181230,GBP,CAD,1.7318
20181231,GBP,CAD,1.7403
20190101,GBP,CAD,1.7369
20190102,GBP,CAD,1.7119
20190103,GBP,CAD,1.7033
20190104,GBP,CAD,1.7016
20190106,GBP,CAD,1.7027
20190107,GBP,CAD,1.6994
20190108,GBP,CAD,1.6878
20190109,GBP,CAD,1.6894
20190110,GBP,CAD,1.6872
20190111,GBP,CAD,1.7034
20190113,GBP,CAD,1.7046
20190114,GBP,CAD,1.7089
20190115,GBP,CAD,1.706
20190116,GBP,CAD,1.7080000000000002
20190117,GBP,CAD,1.7243
20190118,GBP,CAD,1.7069
20190120,GBP,CAD,1.7080000000000002
20190121,GBP,CAD,1.714
20190122,GBP,CAD,1.73
20190123,GBP,CAD,1.7437
20190124,GBP,CAD,1.7442
20190125,GBP,CAD,1.7443
20190127,GBP,CAD,1.7433
20190128,GBP,CAD,1.7455
20190129,GBP,CAD,1.7337
20190130,GBP,CAD,1.7247
20190131,GBP,CAD,1.7203
20190201,GBP,CAD,1.7138
20190203,GBP,CAD,1.7119
20190204,GBP,CAD,1.7091
20190205,GBP,CAD,1.6992
20190206,GBP,CAD,1.7087
20190207,GBP,CAD,1.7236
20190208,GBP,CAD,1.7188
20190210,GBP,CAD,1.7167
20190211,GBP,CAD,1.7101
20190212,GBP,CAD,1.7065
20190213,GBP,CAD,1.7027
20190214,GBP,CAD,1.702
20190215,GBP,CAD,1.7076
20190217,GBP,CAD,1.7111
20190218,GBP,CAD,1.7111
20190219,GBP,CAD,1.7256
20190220,GBP,CAD,1.7195
20190221,GBP,CAD,1.7258
20190222,GBP,CAD,1.7146
20190224,GBP,CAD,1.7174
20190225,GBP,CAD,1.7269999999999999
20190226,GBP,CAD,1.7452
20190227,GBP,CAD,1.7508
20190228,GBP,CAD,1.7468
20190301,GBP,CAD,1.7553
20190303,GBP,CAD,1.7589
20190304,GBP,CAD,1.7534
20190305,GBP,CAD,1.7592
20190306,GBP,CAD,1.7704
20190307,GBP,CAD,1.7605
20190308,GBP,CAD,1.7461
20190310,GBP,CAD,1.7405
20190311,GBP,CAD,1.7613
20190312,GBP,CAD,1.7461
20190313,GBP,CAD,1.7741
20190314,GBP,CAD,1.7657
20190315,GBP,CAD,1.7719
20190317,GBP,CAD,1.7729
20190318,GBP,CAD,1.7675
20190319,GBP,CAD,1.7674
20190320,GBP,CAD,1.756
20190321,GBP,CAD,1.7518
20190322,GBP,CAD,1.774
20190324,GBP,CAD,1.7748
20190325,GBP,CAD,1.7686
20190326,GBP,CAD,1.767
20190327,GBP,CAD,1.7688
20190328,GBP,CAD,1.7527
20190329,GBP,CAD,1.7405
20190331,GBP,CAD,1.7409999999999999
20190401,GBP,CAD,1.7435
20190402,GBP,CAD,1.7511
20190403,GBP,CAD,1.756
20190404,GBP,CAD,1.7467
20190405,GBP,CAD,1.7455
20190407,GBP,CAD,1.7457
20190408,GBP,CAD,1.7389
20190409,GBP,CAD,1.7394
20190410,GBP,CAD,1.7434
20190411,GBP,CAD,1.7467
20190412,GBP,CAD,1.7421
20190414,GBP,CAD,1.7443
20190415,GBP,CAD,1.7513
20190416,GBP,CAD,1.7418
20190417,GBP,CAD,1.7399
20190418,GBP,CAD,1.7374
20190419,GBP,CAD,1.74
20190422,GBP,CAD,1.7328
20190423,GBP,CAD,1.7365
20190424,GBP,CAD,1.7409999999999999
20190425,GBP,CAD,1.7393
20190426,GBP,CAD,1.7377
20190428,GBP,CAD,1.7391
20190429,GBP,CAD,1.7409999999999999
20190430,GBP,CAD,1.7448
20190501,GBP,CAD,1.7549
20190502,GBP,CAD,1.7557
20190503,GBP,CAD,1.7682
20190505,GBP,CAD,1.7701
20190506,GBP,CAD,1.7614
20190507,GBP,CAD,1.7616
20190508,GBP,CAD,1.7529
20190509,GBP,CAD,1.7532
20190510,GBP,CAD,1.7441
20190512,GBP,CAD,1.7455
20190513,GBP,CAD,1.7463
20190514,GBP,CAD,1.7373
20190515,GBP,CAD,1.7256
20190516,GBP,CAD,1.7226
20190517,GBP,CAD,1.7118
20190519,GBP,CAD,1.7122
20190520,GBP,CAD,1.7088
20190521,GBP,CAD,1.7033
20190522,GBP,CAD,1.7011
20190523,GBP,CAD,1.7053
20190524,GBP,CAD,1.7083
20190526,GBP,CAD,1.7107
20190527,GBP,CAD,1.7045
20190528,GBP,CAD,1.7074
20190529,GBP,CAD,1.7071
20190530,GBP,CAD,1.7018
20190531,GBP,CAD,1.7072
20190602,GBP,CAD,1.7076
20190603,GBP,CAD,1.7018
20190604,GBP,CAD,1.7011
20190605,GBP,CAD,1.7021
20190606,GBP,CAD,1.6964
20190607,GBP,CAD,1.6891
20190609,GBP,CAD,1.6869
20190610,GBP,CAD,1.6831
20190611,GBP,CAD,1.6905
20190612,GBP,CAD,1.6931
20190613,GBP,CAD,1.689
20190614,GBP,CAD,1.6885
20190616,GBP,CAD,1.6871
20190617,GBP,CAD,1.6812
20190618,GBP,CAD,1.6799
20190619,GBP,CAD,1.6788
20190620,GBP,CAD,1.6756
20190621,GBP,CAD,1.6852
20190623,GBP,CAD,1.683
20190624,GBP,CAD,1.6794
20190625,GBP,CAD,1.6709
20190626,GBP,CAD,1.6659
20190627,GBP,CAD,1.66
20190628,GBP,CAD,1.662
20190630,GBP,CAD,1.6612
20190701,GBP,CAD,1.6603
20190702,GBP,CAD,1.6505
20190703,GBP,CAD,1.6416
20190704,GBP,CAD,1.6418
20190705,GBP,CAD,1.6384
20190707,GBP,CAD,1.6381
20190708,GBP,CAD,1.639
20190709,GBP,CAD,1.6363
20190710,GBP,CAD,1.6354
20190711,GBP,CAD,1.6367
20190712,GBP,CAD,1.6379
20190714,GBP,CAD,1.6385
20190715,GBP,CAD,1.6331
20190716,GBP,CAD,1.6239
20190717,GBP,CAD,1.6229
20190718,GBP,CAD,1.6346
20190719,GBP,CAD,1.6326
20190721,GBP,CAD,1.6319
20190722,GBP,CAD,1.6366
20190723,GBP,CAD,1.6343
20190724,GBP,CAD,1.6406
20190725,GBP,CAD,1.6399
20190726,GBP,CAD,1.6304
20190728,GBP,CAD,1.63
20190729,GBP,CAD,1.608
20190730,GBP,CAD,1.5982
20190731,GBP,CAD,1.604
20190801,GBP,CAD,1.6025
20190802,GBP,CAD,1.6057
20190804,GBP,CAD,1.6041
20190805,GBP,CAD,1.6031
20190806,GBP,CAD,1.6158
20190807,GBP,CAD,1.6155
20190808,GBP,CAD,1.6047
20190809,GBP,CAD,1.591
20190811,GBP,CAD,1.591
20190812,GBP,CAD,1.5987
20190813,GBP,CAD,1.5946
20190814,GBP,CAD,1.6062
20190815,GBP,CAD,1.6095
20190816,GBP,CAD,1.6114
20190818,GBP,CAD,1.6138
20190819,GBP,CAD,1.6158
20190820,GBP,CAD,1.6207
20190821,GBP,CAD,1.6123
20190822,GBP,CAD,1.6297
20190823,GBP,CAD,1.6304
20190825,GBP,CAD,1.631
20190826,GBP,CAD,1.6194
20190827,GBP,CAD,1.6325
20190828,GBP,CAD,1.6249
20190829,GBP,CAD,1.6184
20190830,GBP,CAD,1.6186
20190901,GBP,CAD,1.6186
20190902,GBP,CAD,1.6081
20190903,GBP,CAD,1.6121
20190904,GBP,CAD,1.6204
20190905,GBP,CAD,1.6317
20190906,GBP,CAD,1.6182
20190908,GBP,CAD,1.6185
20190909,GBP,CAD,1.6256
20190910,GBP,CAD,1.6243
20190911,GBP,CAD,1.626
20190912,GBP,CAD,1.6295
20190913,GBP,CAD,1.6612
20190915,GBP,CAD,1.6496
20190916,GBP,CAD,1.6458
20190917,GBP,CAD,1.6553
20190918,GBP,CAD,1.6574
20190919,GBP,CAD,1.6608
20190920,GBP,CAD,1.655
20190922,GBP,CAD,1.6532
20190923,GBP,CAD,1.6487
20190924,GBP,CAD,1.6536
20190925,GBP,CAD,1.6389
20190926,GBP,CAD,1.6355
20190927,GBP,CAD,1.6283
20190929,GBP,CAD,1.6285
20190930,GBP,CAD,1.6269
20191001,GBP,CAD,1.6264
20191002,GBP,CAD,1.6395
20161002,GBP,CHF,1.2563
20161003,GBP,CHF,1.2503
20161004,GBP,CHF,1.2459
20161005,GBP,CHF,1.242
20161006,GBP,CHF,1.2373
20161007,GBP,CHF,1.2152
20161009,GBP,CHF,1.2133
20161010,GBP,CHF,1.2146
20161011,GBP,CHF,1.1987
20161012,GBP,CHF,1.2095
20161013,GBP,CHF,1.2086
20161014,GBP,CHF,1.2077
20161016,GBP,CHF,1.2037
20161017,GBP,CHF,1.205
20161018,GBP,CHF,1.2173
20161019,GBP,CHF,1.2152
20161020,GBP,CHF,1.2165
20161021,GBP,CHF,1.2151
20161023,GBP,CHF,1.2162
20161024,GBP,CHF,1.216
20161025,GBP,CHF,1.212
20161026,GBP,CHF,1.2167
20161027,GBP,CHF,1.2085
20161028,GBP,CHF,1.2049
20161030,GBP,CHF,1.2026
20161031,GBP,CHF,1.2108
20161101,GBP,CHF,1.1941
20161102,GBP,CHF,1.1974
20161103,GBP,CHF,1.2137
20161104,GBP,CHF,1.2123
20161106,GBP,CHF,1.2176
20161107,GBP,CHF,1.2077
20161108,GBP,CHF,1.2107
20161109,GBP,CHF,1.2215
20161110,GBP,CHF,1.239
20161111,GBP,CHF,1.2445
20161113,GBP,CHF,1.2429999999999999
20161114,GBP,CHF,1.2467
20161115,GBP,CHF,1.2479
20161116,GBP,CHF,1.2467
20161117,GBP,CHF,1.2506
20161118,GBP,CHF,1.2462
20161120,GBP,CHF,1.2473
20161121,GBP,CHF,1.2604
20161122,GBP,CHF,1.2564
20161123,GBP,CHF,1.265
20161124,GBP,CHF,1.2657
20161125,GBP,CHF,1.2638
20161127,GBP,CHF,1.2604
20161128,GBP,CHF,1.2579
20161129,GBP,CHF,1.2639
20161130,GBP,CHF,1.2724
20161201,GBP,CHF,1.2725
20161202,GBP,CHF,1.2875
20161204,GBP,CHF,1.2835
20161205,GBP,CHF,1.2815
20161206,GBP,CHF,1.2808
20161207,GBP,CHF,1.2717
20161208,GBP,CHF,1.2792
20161209,GBP,CHF,1.2788
20161211,GBP,CHF,1.2813
20161212,GBP,CHF,1.2847
20161213,GBP,CHF,1.281
20161214,GBP,CHF,1.2819
20161215,GBP,CHF,1.2791
20161216,GBP,CHF,1.2825
20161218,GBP,CHF,1.2819
20161219,GBP,CHF,1.2731
20161220,GBP,CHF,1.2725
20161221,GBP,CHF,1.2685
20161222,GBP,CHF,1.2597
20161223,GBP,CHF,1.2605
20161225,GBP,CHF,1.2598
20161226,GBP,CHF,1.262
20161227,GBP,CHF,1.2615
20161228,GBP,CHF,1.2572
20161229,GBP,CHF,1.2546
20161230,GBP,CHF,1.2582
20170101,GBP,CHF,1.2564
20170102,GBP,CHF,1.2567
20170103,GBP,CHF,1.2574
20170104,GBP,CHF,1.258
20170105,GBP,CHF,1.2541
20170106,GBP,CHF,1.2508
20170108,GBP,CHF,1.2458
20170109,GBP,CHF,1.2347
20170110,GBP,CHF,1.2382
20170111,GBP,CHF,1.2385
20170112,GBP,CHF,1.2295
20170113,GBP,CHF,1.2283
20170115,GBP,CHF,1.2123
20170116,GBP,CHF,1.2189
20170117,GBP,CHF,1.2435
20170118,GBP,CHF,1.2353
20170119,GBP,CHF,1.2418
20170120,GBP,CHF,1.2395
20170122,GBP,CHF,1.2403
20170123,GBP,CHF,1.2491
20170124,GBP,CHF,1.2532
20170125,GBP,CHF,1.2625
20170126,GBP,CHF,1.2593
20170127,GBP,CHF,1.2546
20170129,GBP,CHF,1.2553
20170130,GBP,CHF,1.2427
20170131,GBP,CHF,1.2444
20170201,GBP,CHF,1.2571
20170202,GBP,CHF,1.2436
20170203,GBP,CHF,1.2395
