yyyymmdd,security_name,positions,mkt_val_gbp,weight_in_total
2019-11-20,Accenture PLC,1061355.0,162364977.59981433,0.023961877316226784
2019-11-20,Alphabet Inc,165792.0,167076123.3828536,0.02465714977547772
2019-11-20,Apple Inc,530852.0,108105027.7623027,0.015954175899264556
2019-11-20,British American Tobacco PLC,5628884.0,161042371.23999998,0.02376668663040262
2019-11-20,Colgate-Palmolive Co,3270296.0,170068550.10832557,0.025098773105419532
2019-11-20,Nestle SA,2633659.0,214484761.22433043,0.031653732292717535
2019-11-20,Not Available,29315103.0,321150369.2795153,0.047395478153568704
2019-11-20,PepsiCo Inc,1196438.0,123809670.4735376,0.018271872286162075
2019-11-20,Starbucks Corp,2290004.0,148130868.4617765,0.021861202762431663
2019-11-20,Visa Inc,1547554.0,217524496.78118232,0.03210233747570584
2019-11-21,Accenture PLC,1061355.0,161726372.07681587,0.023863543790390098
2019-11-21,Alphabet Inc,165792.0,166985870.01703578,0.02463960930030143
2019-11-21,Apple Inc,530852.0,107703680.13009137,0.01589222248768326
2019-11-21,British American Tobacco PLC,5628884.0,167262288.06,0.024680396179942794
2019-11-21,Colgate-Palmolive Co,3270296.0,169035355.4282174,0.024942021233676587
2019-11-21,Nestle SA,2633659.0,212048581.8876755,0.03128884024655661
2019-11-21,Not Available,26971841.0,316187789.88632137,0.04665510685143573
2019-11-21,PepsiCo Inc,1196438.0,124063042.10933869,0.018306129050733998
2019-11-21,Starbucks Corp,2290004.0,145940319.96283102,0.021534231996265828
2019-11-21,Visa Inc,1547554.0,215571851.5254762,0.03180871649312865
2019-11-22,Accenture PLC,1061355.0,162635245.67554933,0.023819424532248626
2019-11-22,Alphabet Inc,165792.0,167218431.86847433,0.024490674218539933
2019-11-22,Apple Inc,530852.0,108279910.05142589,0.015858586711111424
2019-11-22,British American Tobacco PLC,5628884.0,167797032.04,0.024575415524538846
2019-11-22,Colgate-Palmolive Co,3270296.0,169987101.57394418,0.024896171310085053
2019-11-22,Nestle SA,2633659.0,212116430.66947892,0.031066398254540196
2019-11-22,Not Available,29315103.0,323100763.276008,0.04732107247231117
2019-11-22,PepsiCo Inc,1196438.0,124985540.48620848,0.01830527962661125
2019-11-22,Starbucks Corp,2290004.0,148134745.27037555,0.021695693150122985
2019-11-22,Visa Inc,1547554.0,216409160.33972263,0.03169510791703057
2019-11-25,Accenture PLC,1061355.0,163201843.25581396,0.0238545236923063
2019-11-25,Alphabet Inc,165792.0,167864453.62790698,0.024536037744906466
2019-11-25,Apple Inc,530852.0,109614765.30232558,0.01602192698174547
2019-11-25,British American Tobacco PLC,5628884.0,169401263.98000002,0.02476066681908378
2019-11-25,Colgate-Palmolive Co,3270296.0,169801880.68217054,0.024819223269322403
2019-11-25,Nestle SA,2633659.0,213503376.61792156,0.031206886235570566
2019-11-25,Not Available,26942662.0,317548455.6100736,0.046414715708401916
2019-11-25,PepsiCo Inc,1196438.0,124123486.46511628,0.018142605436218297
2019-11-25,Starbucks Corp,2290004.0,148672740.31007752,0.02173086611875938
2019-11-25,Visa Inc,1547554.0,217101432.0775194,0.03173279879571655
2019-11-26,Accenture PLC,1061355.0,165744945.28213897,0.024041431565062832
2019-11-26,Alphabet Inc,165792.0,169226683.74009016,0.024546460401518703
2019-11-26,Apple Inc,530852.0,109046226.55059847,0.01581723888219874
2019-11-26,British American Tobacco PLC,5628884.0,168078476.23999998,0.024379912022085955
2019-11-26,Colgate-Palmolive Co,3270296.0,172309471.3508472,0.02499362111129165
2019-11-26,Nestle SA,2633659.0,213467801.41843975,0.030963668487203538
2019-11-26,Not Available,29196877.0,323983986.6455834,0.04699412600400664
2019-11-26,PepsiCo Inc,1196438.0,126190452.82138969,0.018304022065381557
2019-11-26,Starbucks Corp,2290004.0,150507335.7997824,0.02183120461086138
2019-11-26,Visa Inc,1547554.0,219575612.2337945,0.031849611135286976
2019-11-27,Accenture PLC,1061355.0,165310497.44601813,0.023954056571325082
2019-11-27,Alphabet Inc,165792.0,168413104.65134278,0.024403634968723695
2019-11-27,Apple Inc,530852.0,110040553.88901787,0.01594525268341313
2019-11-27,British American Tobacco PLC,5628884.0,173369627.2,0.025121852041213925
2019-11-27,Colgate-Palmolive Co,3270296.0,171297603.3433945,0.02482160869644708
2019-11-27,Nestle SA,2633659.0,212903753.42317227,0.03085048216863228
2019-11-27,Not Available,29115397.0,322150934.6094086,0.04668077243345626
2019-11-27,PepsiCo Inc,1196438.0,125847758.36235586,0.018235770684621663
2019-11-27,Starbucks Corp,2290004.0,152011177.9893197,0.02202693968795893
2019-11-27,Visa Inc,1547554.0,220820780.8838325,0.03199768653011767
2019-11-28,Accenture PLC,1061355.0,165425723.16449818,0.023991072140418204
2019-11-28,Alphabet Inc,165792.0,168530492.9677819,0.02444134525940529
2019-11-28,Apple Inc,530852.0,110117255.01858735,0.01596989246000599
2019-11-28,British American Tobacco PLC,5628884.0,172947460.9,0.02508192155114913
2019-11-28,Colgate-Palmolive Co,3270296.0,171417002.2304833,0.02485996487085829
2019-11-28,Nestle SA,2633659.0,213054086.48103622,0.030898435024489527
2019-11-28,Not Available,28903311.0,321404621.79056346,0.04661210675182376
2019-11-28,PepsiCo Inc,1196438.0,125935477.52478315,0.018263949938007534
2019-11-28,Starbucks Corp,2290004.0,152117133.7360595,0.022060977334380196
2019-11-28,Visa Inc,1547554.0,220974698.7143742,0.03204713170751586
2019-11-29,Accenture PLC,1061355.0,165185432.72727272,0.024086522205799422
2019-11-29,Alphabet Inc,165792.0,167330267.93036753,0.02439927145913351
2019-11-29,Apple Inc,530852.0,109764175.62862669,0.016005268806270935
2019-11-29,British American Tobacco PLC,5628884.0,172243850.4,0.025115745734805454
2019-11-29,Colgate-Palmolive Co,3270296.0,171598819.89941972,0.025021690579825194
2019-11-29,Nestle SA,2633659.0,211654043.21398193,0.030862344987997874
2019-11-29,Not Available,28612064.0,318907730.17864645,0.046501546763093225
2019-11-29,PepsiCo Inc,1196438.0,125734757.09090911,0.01833401994781928
2019-11-29,Starbucks Corp,2290004.0,151361734.40618956,0.022070818937783173
2019-11-29,Visa Inc,1547554.0,220920068.50290135,0.032213470932920305
2019-12-02,Accenture PLC,1061355.0,163718868.884767,0.024066380988065836
2019-12-02,Alphabet Inc,165792.0,165208997.51139963,0.024285427231752053
2019-12-02,Apple Inc,530852.0,108377667.76412398,0.015931323376325322
2019-12-02,British American Tobacco PLC,5628884.0,171680962.0,0.025236794439361568
2019-12-02,Colgate-Palmolive Co,3270296.0,170781281.9537831,0.02510454308124318
2019-12-02,Nestle SA,2633659.0,210520263.37698784,0.030946102295054123
2019-12-02,Not Available,26465841.0,315443019.2175493,0.046369559796180945
2019-12-02,PepsiCo Inc,1196438.0,125644945.85362081,0.018469582380675052
2019-12-02,Starbucks Corp,2290004.0,149675893.25295615,0.022002088679772658
2019-12-02,Visa Inc,1547554.0,217427808.68691552,0.03196149910455721
2019-12-03,Accenture PLC,1061355.0,162327284.5325125,0.02407166899982953
2019-12-03,Alphabet Inc,165792.0,165216562.46248555,0.02450012280030504
2019-12-03,Apple Inc,530852.0,105986572.83570603,0.015716850725833745
2019-12-03,British American Tobacco PLC,5628884.0,168022187.4,0.02491617161814865
2019-12-03,Colgate-Palmolive Co,3270296.0,169365849.01885337,0.02511542449070154
2019-12-03,Nestle SA,2633659.0,208647717.7672098,0.030940570552427195
2019-12-03,Not Available,25956988.0,312441544.1280298,0.046332256796541106
2019-12-03,PepsiCo Inc,1196438.0,124716807.60292421,0.018494375236910443
2019-12-03,Starbucks Corp,2290004.0,149471442.3085802,0.022165263803563536
2019-12-03,Visa Inc,1547554.0,216621833.47441322,0.03212305983279026
2019-12-04,Accenture PLC,1061355.0,161649290.97985348,0.024003428599604974
2019-12-04,Alphabet Inc,165792.0,166966066.91086692,0.02479292078151677
2019-12-04,Apple Inc,530852.0,106032663.67521366,0.015744872472537624
2019-12-04,British American Tobacco PLC,5628884.0,167459299.0,0.024866161197003748
2019-12-04,Colgate-Palmolive Co,3270296.0,169903656.65445668,0.02522912576106089
2019-12-04,Nestle SA,2633659.0,207887278.53338477,0.03086934323556175
2019-12-04,Not Available,26578076.0,312922676.1960824,0.04646613090437928
2019-12-04,PepsiCo Inc,1196438.0,125359384.46275946,0.018614712232899913
2019-12-04,Starbucks Corp,2290004.0,149241713.67521366,0.02216101782179885
2019-12-04,Visa Inc,1547554.0,213284685.8974359,0.03167080844150645
2019-12-05,Accenture PLC,1061355.0,161215928.21311846,0.024029840598868445
2019-12-05,Alphabet Inc,165792.0,167279036.36087257,0.024933569677868812
2019-12-05,Apple Inc,530852.0,107154878.89336474,0.01597183781862245
2019-12-05,British American Tobacco PLC,5628884.0,166361666.62,0.024796832266821868
2019-12-05,Colgate-Palmolive Co,3270296.0,168572983.75009498,0.025126437404097663
2019-12-05,Nestle SA,2633659.0,207926850.8315368,0.03099227934290401
2019-12-05,Not Available,23925934.0,308968298.63180417,0.04605288725820636
2019-12-05,PepsiCo Inc,1196438.0,123981421.99589571,0.01847989736996712
2019-12-05,Starbucks Corp,2290004.0,146987031.84616554,0.021908970065879295
2019-12-05,Visa Inc,1547554.0,213942841.87884775,0.03188898544082751
2019-12-06,Accenture PLC,1061355.0,163605369.29223746,0.024438095489760885
2019-12-06,Alphabet Inc,165792.0,169067291.82648402,0.025253954926569275
2019-12-06,Apple Inc,530852.0,109366015.92085235,0.016336243437306976
2019-12-06,British American Tobacco PLC,5628884.0,168753942.32,0.025207149218454357
2019-12-06,Colgate-Palmolive Co,3270296.0,169836376.74277017,0.02536883483977288
2019-12-06,Nestle SA,2633659.0,210263693.02289844,0.03140755239484163
2019-12-06,Not Available,24992002.0,300071503.63209313,0.04482234349178635
2019-12-06,PepsiCo Inc,1196438.0,125070565.96651447,0.018682066776112456
2019-12-06,Starbucks Corp,2290004.0,150436183.62252665,0.02247098512956286
2019-12-06,Visa Inc,1547554.0,214549400.4414003,0.03204771798101774
2019-12-09,Accenture PLC,1061355.0,163098464.0222104,0.02412729707852486
2019-12-09,Alphabet Inc,165792.0,169392778.80885375,0.025058420517813748
2019-12-09,Apple Inc,530852.0,107777451.7684643,0.01594361181004138
2019-12-09,British American Tobacco PLC,5628884.0,168866520.0,0.024980570596310654
2019-12-09,Colgate-Palmolive Co,3270296.0,170641443.3711113,0.025243136548253567
2019-12-09,Nestle SA,2633659.0,210644053.68032026,0.03116075734641948
2019-12-09,Not Available,21002507.0,293436103.6167236,0.04340825701805125
2019-12-09,PepsiCo Inc,1196438.0,124821964.0069978,0.018465021271516436
2019-12-09,Starbucks Corp,2290004.0,150286411.4398722,0.02223199904066192
2019-12-09,Visa Inc,1547554.0,215318002.3427398,0.03185217862119379
2019-12-10,Accenture PLC,1061355.0,162865876.71024626,0.024157992033450645
2019-12-10,Alphabet Inc,165792.0,169334206.673761,0.025117443251131587
2019-12-10,Apple Inc,530852.0,108333190.14898144,0.01606912631080774
2019-12-10,British American Tobacco PLC,5628884.0,168528786.96,0.024997974867565647
2019-12-10,Colgate-Palmolive Co,3270296.0,168859233.26238978,0.025046990163475773
2019-12-10,Nestle SA,2633659.0,209391143.35135138,0.03105911241282643
2019-12-10,Not Available,19073826.0,291830978.04219246,0.043287461959880646
2019-12-10,PepsiCo Inc,1196438.0,123927186.27242324,0.018382192999356544
2019-12-10,Starbucks Corp,2290004.0,149765843.84311342,0.02221485639304165
2019-12-10,Visa Inc,1547554.0,214394338.73517781,0.03180123934982325
2019-12-11,Accenture PLC,1061355.0,162710000.3789027,0.024075777932323524
2019-12-11,Alphabet Inc,165792.0,168933702.19763565,0.02499668299381869
2019-12-11,Apple Inc,530852.0,108926035.19248256,0.016117503707428565
2019-12-11,British American Tobacco PLC,5628884.0,168669509.06,0.024957591018536614
2019-12-11,Colgate-Palmolive Co,3270296.0,167182606.9718096,0.02473757796218472
2019-12-11,Nestle SA,2633659.0,209311927.309175,0.030971344531665022
2019-12-11,Not Available,17332568.0,291551699.9925571,0.043140150995429255
2019-12-11,PepsiCo Inc,1196438.0,124304069.26341313,0.018392951636045467
2019-12-11,Starbucks Corp,2290004.0,150266327.947863,0.022234519906297892
2019-12-11,Visa Inc,1547554.0,213451275.79569566,0.03158383322144375
2019-12-12,Accenture PLC,1061355.0,164449138.81923863,0.02422761003240446
2019-12-12,Alphabet Inc,165792.0,169975901.49684674,0.025041845071007603
2019-12-12,Apple Inc,530852.0,109494023.18972722,0.016131300618336942
2019-12-12,British American Tobacco PLC,5628884.0,168866520.0,0.024878404493113723
2019-12-12,Colgate-Palmolive Co,3270296.0,167055694.91679963,0.02461162313890488
2019-12-12,Nestle SA,2633659.0,209376499.86117542,0.03084657192496589
2019-12-12,Not Available,16761987.0,294572904.22303826,0.04339820506736322
2019-12-12,PepsiCo Inc,1196438.0,124707366.33994378,0.018372619410147353
2019-12-12,Starbucks Corp,2290004.0,153484729.76217613,0.022612269090046194
2019-12-12,Visa Inc,1547554.0,214759716.25256437,0.03163965888417447
2019-12-13,Accenture PLC,1061355.0,164533511.5895282,0.02435713261189093
2019-12-13,Alphabet Inc,165792.0,167559711.34948614,0.024805123712009526
2019-12-13,Apple Inc,530852.0,109567120.09601681,0.016220044465710622
2019-12-13,British American Tobacco PLC,5628884.0,171061784.76000002,0.0253235619660308
2019-12-13,Colgate-Palmolive Co,3270296.0,168506962.89850724,0.024945352479835776
2019-12-13,Nestle SA,2633659.0,206653599.71034375,0.03059248589689632
2019-12-13,Not Available,14012468.0,291854954.60851353,0.043205482969157105
2019-12-13,PepsiCo Inc,1196438.0,123799158.14267498,0.018326920048022045
2019-12-13,Starbucks Corp,2290004.0,152317646.59815466,0.02254872628366437
2019-12-13,Visa Inc,1547554.0,214923222.23389095,0.03181670028647809
2019-12-16,Accenture PLC,1061355.0,163199651.21512154,0.024043142212425636
2019-12-16,Alphabet Inc,165792.0,169238822.3972397,0.024932853988742208
2019-12-16,Apple Inc,526947.0,110614602.02520253,0.016296129234719757
2019-12-16,British American Tobacco PLC,5628884.0,178548200.48000002,0.02630434405925717
2019-12-16,Colgate-Palmolive Co,3270296.0,168935857.72577262,0.02488822017594182
2019-12-16,Nestle SA,2633659.0,209502456.52339876,0.030864633095354768
2019-12-16,Not Available,10489894.0,288201757.26315916,0.042458888754702606
2019-12-16,PepsiCo Inc,1196438.0,123000144.22442244,0.018120810539223986
2019-12-16,Starbucks Corp,2290004.0,152495165.85658568,0.022466120068874277
2019-12-16,Visa Inc,1547554.0,216183961.11611164,0.03184897567157644
2019-12-17,Accenture PLC,1061355.0,164404544.2083619,0.023871103938328465
2019-12-17,Alphabet Inc,165792.0,171081830.37087807,0.024840628185841807
2019-12-17,Apple Inc,526947.0,112528526.59355724,0.016338843717953265
2019-12-17,British American Tobacco PLC,5628884.0,180096143.58,0.026149482564434175
2019-12-17,Colgate-Palmolive Co,3270296.0,168956576.52882493,0.02453204696259602
2019-12-17,Nestle SA,2633659.0,211920533.05361307,0.03077029954097505
2019-12-17,Not Available,9395783.0,293208739.817029,0.042573131646093616
2019-12-17,PepsiCo Inc,1196438.0,124072014.66758054,0.018014927581405563
2019-12-17,Starbucks Corp,2290004.0,153695874.28223288,0.022316233456622668
2019-12-17,Visa Inc,1547554.0,218644595.29358009,0.031746615550918275
2019-12-18,Accenture PLC,1061355.0,166986087.1692919,0.024199503398438803
2019-12-18,Alphabet Inc,165792.0,171425509.5427435,0.024842861289114643
2019-12-18,Apple Inc,507639.0,108584595.39684966,0.01573600130327138
2019-12-18,British American Tobacco PLC,5628884.0,182319552.76000002,0.02642161818034874
2019-12-18,Colgate-Palmolive Co,3270296.0,170716552.92858234,0.024740119807566265
2019-12-18,Nestle SA,2633659.0,213658718.74902508,0.030963267527978438
2019-12-18,Not Available,10691895.0,278094524.65815586,0.04030125807864214
2019-12-18,PepsiCo Inc,1196438.0,124391860.26915431,0.01802677873558254
2019-12-18,Starbucks Corp,2290004.0,154073598.378957,0.02232823482953568
2019-12-18,Visa Inc,1547554.0,218797013.76357242,0.03170790553809396
2019-12-19,Accenture PLC,1061355.0,169944074.4868937,0.024496470215779737
2019-12-19,Alphabet Inc,165792.0,172846676.97747713,0.024914863829522994
2019-12-19,Apple Inc,496192.0,106805814.31316781,0.015395449691871392
2019-12-19,British American Tobacco PLC,5628884.0,183248318.62,0.026414201217193588
2019-12-19,Colgate-Palmolive Co,3270296.0,171798008.02521333,0.02476370417401336
2019-12-19,Nestle SA,2633659.0,215426643.94689295,0.03105252350259163
2019-12-19,Not Available,9070277.0,259130003.07926685,0.03735211375631528
2019-12-19,PepsiCo Inc,1196438.0,125511487.3241602,0.01809176589567777
2019-12-19,Starbucks Corp,2290004.0,155823778.98378044,0.02246111005818449
2019-12-19,Visa Inc,1547554.0,221908465.80059958,0.031986841197767055
2019-12-20,Accenture PLC,1061355.0,172360981.99861526,0.024842710148398485
2019-12-20,Alphabet Inc,165792.0,172241351.8424494,0.024825467630630392
2019-12-20,Anheuser-Busch InBev SA/NV,1661701.0,104870537.75884108,0.015115186409592968
2019-12-20,British American Tobacco PLC,5628884.0,185077705.92000002,0.026675595310416793
2019-12-20,Colgate-Palmolive Co,3270296.0,173213231.47934455,0.02496554645727987
2019-12-20,Nestle SA,2633659.0,218732853.1506849,0.03152637451786119
2019-12-20,Not Available,10406374.0,217569323.48425213,0.03135867281462718
2019-12-20,PepsiCo Inc,1196438.0,126942633.24871142,0.018296478743069156
2019-12-20,Starbucks Corp,2290004.0,155837952.027079,0.022461214988667526
2019-12-20,Visa Inc,1547554.0,223817333.64104933,0.03225921018410452
2019-12-23,Accenture PLC,1061355.0,172978876.50742117,0.024804949106696252
2019-12-23,Alphabet Inc,165792.0,172995093.24366108,0.02480727456588081
2019-12-23,Apple Inc,484010.0,106260698.82498452,0.015237647969592625
2019-12-23,British American Tobacco PLC,5628884.0,184852550.56,0.026507618742032234
2019-12-23,Colgate-Palmolive Co,3270296.0,173728154.85466912,0.024912394661006105
2019-12-23,Nestle SA,2633659.0,221009249.31118634,0.03169244298472436
2019-12-23,Not Available,10406374.0,218164689.55932868,0.0312845367634537
2019-12-23,PepsiCo Inc,1196438.0,126746956.95732836,0.01817535111936207
2019-12-23,Starbucks Corp,2290004.0,156189744.06307977,0.022397409040325177
2019-12-23,Visa Inc,1547554.0,223806742.6716141,0.03209359994581004
2019-12-24,Accenture PLC,1061355.0,173511535.49907294,0.028150050283870423
2019-12-24,Alphabet Inc,165792.0,172148529.46538934,0.02792891980816429
2019-12-24,Anheuser-Busch InBev SA/NV,1661701.0,105475453.22939865,0.017112057152750278
2019-12-24,Apple Inc,484010.0,106295984.78059332,0.017245178010445388
2019-12-24,British American Tobacco PLC,5628884.0,184148940.06,0.029875834523048973
2019-12-24,Colgate-Palmolive Co,3270296.0,173191278.4301607,0.02809809262833061
2019-12-24,Not Available,8731464.0,214540657.19492045,0.034806505922506156
2019-12-24,PepsiCo Inc,1196438.0,126529973.59394312,0.02052788656870209
2019-12-24,Starbucks Corp,2290004.0,156606268.60321382,0.025407384720961913
2019-12-24,Visa Inc,1547554.0,224254251.9932015,0.0363824137215021
2019-12-26,Accenture PLC,1061355.0,173216599.51512355,0.03808542185505866
2019-12-26,Alphabet Inc,165792.0,173730446.40960518,0.03819840222645508
2019-12-26,Apple Inc,481720.0,107485142.15346727,0.023632936990593302
2019-12-26,AutoZone Inc,102075.0,95116019.39505889,0.020913317395533305
2019-12-26,Colgate-Palmolive Co,3270296.0,172613637.86654356,0.03795284767444969
2019-12-26,Not Available,8271134.0,206536129.3781705,0.045411442308055563
2019-12-26,PepsiCo Inc,1196438.0,125868629.43123221,0.027674944916511814
2019-12-26,SPDR Gold Shares,886261.0,97118326.16024014,0.02135356791452879
2019-12-26,Starbucks Corp,2290004.0,155231357.11536983,0.034130976692888726
2019-12-26,Visa Inc,1547554.0,225302327.8996383,0.049537597591709406
2019-12-27,Accenture PLC,1061355.0,172228749.12066063,0.02485259559537958
2019-12-27,Alphabet Inc,165792.0,171568816.6233369,0.024757367385455434
2019-12-27,Apple Inc,481720.0,106746028.44471632,0.015403443907560582
2019-12-27,British American Tobacco PLC,5628884.0,183839351.44,0.026528004640237482
2019-12-27,Colgate-Palmolive Co,3270296.0,172992106.8053219,0.02496274805208831
2019-12-27,Nestle SA,2633659.0,219781425.5686275,0.031714443244353074
2019-12-27,Not Available,7956392.0,204488441.6188686,0.029507666806095866
2019-12-27,PepsiCo Inc,1196438.0,125828171.37176937,0.018156995702371777
2019-12-27,Starbucks Corp,2290004.0,154318743.32466736,0.022268183100768193
2019-12-27,Visa Inc,1547554.0,224110148.38660344,0.032339077622695334
2019-12-30,Accenture PLC,1061355.0,170490213.68107986,0.024788105841659875
2019-12-30,Alphabet Inc,165792.0,169175302.44795245,0.02459692678149328
2019-12-30,Apple Inc,479294.0,106553639.04522231,0.015492167118798719
2019-12-30,British American Tobacco PLC,5628884.0,183304607.45999998,0.026651230665251026
2019-12-30,Colgate-Palmolive Co,3270296.0,171557738.00045758,0.02494331654405703
2019-12-30,Nestle SA,2633659.0,217099197.56116748,0.03156473190509501
2019-12-30,Not Available,8047392.0,205257132.90332517,0.02984297705603677
2019-12-30,PepsiCo Inc,1196438.0,124826266.13284528,0.0181488815686994
2019-12-30,Starbucks Corp,2290004.0,152701860.5658507,0.02220180150049725
2019-12-30,Visa Inc,1547554.0,221670912.69732332,0.032229427879287016
2019-12-31,Accenture PLC,6368130.0,1011493651.7311606,0.029138656898278117
2019-12-31,Alphabet Inc,994752.0,1004202289.4772571,0.028928610594305838
2019-12-31,Anheuser-Busch InBev SA/NV,9970206.0,613051736.372093,0.01766052033689669
2019-12-31,Apple Inc,2875764.0,636997886.8522289,0.018350350334031144
2019-12-31,British American Tobacco PLC,33773304.0,1091384318.7599998,0.031440111516350844
2019-12-31,Colgate-Palmolive Co,19621776.0,1018905529.0337181,0.02935217494589188
2019-12-31,London Stock Exchange Group PL,7498320.0,581119800.0,0.01674063939008936
2019-12-31,PepsiCo Inc,7178628.0,740064184.0235347,0.021319438143836654
2019-12-31,Starbucks Corp,13740024.0,911233997.193935,0.02625042159467527
2019-12-31,Visa Inc,9285324.0,1316068778.4566643,0.0379127209788729
2020-01-01,Accenture PLC,1061355.0,168620433.34087822,0.029136633088976568
2020-01-01,Alphabet Inc,165792.0,167404931.23585334,0.028926601373654184
2020-01-01,Anheuser-Busch InBev SA/NV,1661701.0,102244461.12380467,0.017667249989341712
2020-01-01,Apple Inc,479294.0,106190344.87701826,0.01834907582059621
2020-01-01,British American Tobacco PLC,5628884.0,181897386.45999998,0.03143081359786755
2020-01-01,Colgate-Palmolive Co,3270296.0,169856025.8337106,0.029350136306812408
2020-01-01,London Stock Exchange Group PL,1249720.0,96853300.0,0.01673568860929056
2020-01-01,PepsiCo Inc,1196438.0,123371949.19269654,0.021317957414049758
2020-01-01,Starbucks Corp,2290004.0,151906708.67662594,0.02624859838615957
2020-01-01,Visa Inc,1547554.0,219394444.3941452,0.03791008777180259
2020-01-02,Accenture PLC,1061355.0,169679538.41764933,0.02707572457779516
2020-01-02,Alphabet Inc,165792.0,172549097.22327882,0.027533619410640423
2020-01-02,Anheuser-Busch InBev SA/NV,1661701.0,105165766.77145283,0.016781277004112364
2020-01-02,Apple Inc,479294.0,109513847.77481933,0.017475099281017197
2020-01-02,British American Tobacco PLC,5628884.0,183783062.6,0.02932622065940096
2020-01-02,Colgate-Palmolive Co,3270296.0,169473232.04260176,0.02704280431739416
2020-01-02,PepsiCo Inc,1196438.0,123621307.84328641,0.019726223411057422
2020-01-02,SPDR Gold Shares,886261.0,97053838.68391024,0.01548685852123925
2020-01-02,Starbucks Corp,2290004.0,155657556.0289083,0.02483824010127707
2020-01-02,Visa Inc,1547554.0,225004580.05325222,0.035903928635573415
2020-01-03,Accenture PLC,1061355.0,170199708.78238937,0.025307949894291235
2020-01-03,Alphabet Inc,165792.0,172485827.62363374,0.02564788573496052
2020-01-03,Anheuser-Busch InBev SA/NV,1661701.0,105450831.11566019,0.015680075890133552
2020-01-03,Apple Inc,479294.0,108963092.88389514,0.016202333803980947
2020-01-03,British American Tobacco PLC,5628884.0,188680191.68,0.02805591661257172
2020-01-03,Colgate-Palmolive Co,3270296.0,170026396.02537644,0.025282179047784487
2020-01-03,Nestle SA,2633659.0,220082232.86960623,0.03272526235170646
2020-01-03,PepsiCo Inc,1196438.0,124033391.37812427,0.01844322106467306
2020-01-03,Starbucks Corp,2290004.0,155485022.7929374,0.02311994065270426
2020-01-03,Visa Inc,1547554.0,224272902.54528776,0.03334839654467547
2020-01-06,Accenture PLC,1061355.0,167958562.4857642,0.025108550396520185
2020-01-06,Alphabet Inc,165792.0,175742001.30589935,0.026272116355773728
2020-01-06,Anheuser-Busch InBev SA/NV,1661701.0,104944331.01190478,0.015688393524235143
2020-01-06,Apple Inc,479294.0,109097518.18388887,0.01630926398103476
2020-01-06,British American Tobacco PLC,5628884.0,188567614.0,0.028189449642806178
2020-01-06,Colgate-Palmolive Co,3270296.0,170057378.36155188,0.02542230769123803
2020-01-06,Nestle SA,2633659.0,219526675.03922188,0.03281759799575563
2020-01-06,PepsiCo Inc,1196438.0,123677043.27689622,0.01848879406951199
2020-01-06,Starbucks Corp,2290004.0,153229103.72788703,0.02290660634518924
2020-01-06,Visa Inc,1547554.0,222292719.80867055,0.03323110102569862
2020-01-07,Accenture PLC,1061355.0,164895722.3449642,0.023907705512486
2020-01-07,Alphabet Inc,165792.0,176110325.8418406,0.025533675149719614
2020-01-07,Anheuser-Busch InBev SA/NV,1661701.0,104567572.48704223,0.015160919238073164
2020-01-07,Apple Inc,479294.0,108956678.85113516,0.01579728178843811
2020-01-07,British American Tobacco PLC,5628884.0,191719789.04000002,0.027796841495350288
2020-01-07,Colgate-Palmolive Co,3270296.0,168298411.39722687,0.024401050559011032
2020-01-07,Nestle SA,2633659.0,217575723.88880163,0.03154561112578365
2020-01-07,PepsiCo Inc,1196438.0,122150431.49474326,0.01771020195593692
2020-01-07,Starbucks Corp,2290004.0,153283369.98323935,0.02222406753435492
2020-01-07,Visa Inc,1547554.0,222465308.7460003,0.032254536458604974
2020-01-08,Accenture PLC,1061355.0,165584994.38802782,0.023903380452257372
2020-01-08,Alphabet Inc,165792.0,177818742.1241506,0.025669409599851607
2020-01-08,Anheuser-Busch InBev SA/NV,1661701.0,103509332.19706604,0.014942313806935486
2020-01-08,Apple Inc,479294.0,110954529.93815376,0.0160170814500135
2020-01-08,British American Tobacco PLC,5628884.0,195294130.38,0.02819210711585721
2020-01-08,Colgate-Palmolive Co,3270296.0,172965873.03962737,0.02496886317388426
2020-01-08,Nestle SA,2633659.0,213740850.38814393,0.030855023330460855
2020-01-08,PepsiCo Inc,1196438.0,123051232.03787126,0.01776332707798131
2020-01-08,Starbucks Corp,2290004.0,155406242.2844926,0.02243400464946055
2020-01-08,Visa Inc,1547554.0,226774500.7864396,0.0327365241591054
2020-01-09,Accenture PLC,1061355.0,167443432.50172192,0.02396222963942464
2020-01-09,Alphabet Inc,165792.0,180143024.04530498,0.02577962267985399
2020-01-09,Anheuser-Busch InBev SA/NV,1661701.0,103483852.53675532,0.01480920333159431
2020-01-09,Apple Inc,479294.0,113571440.43774393,0.01625280189010382
2020-01-09,British American Tobacco PLC,5628884.0,194703097.56,0.027863262628661418
2020-01-09,Colgate-Palmolive Co,3270296.0,174839579.5209306,0.025020665737355213
2020-01-09,Nestle SA,2633659.0,213459325.14546314,0.030547399150812306
2020-01-09,PepsiCo Inc,1196438.0,123416146.03198896,0.0176616424319949
2020-01-09,Starbucks Corp,2290004.0,158654673.69709957,0.022704501858911593
2020-01-09,Visa Inc,1547554.0,228870291.95683786,0.03275280739037354
2020-01-10,Accenture PLC,1061355.0,168708649.1886099,0.02414547629448559
