yyyymmdd,ticker,stock_name,close,per_change
20100330,ACN,Accenture PLC,33.983943939208984,-0.00212754017532657
20100331,ACN,Accenture PLC,33.77461242675781,-0.006159718037012651
20100401,ACN,Accenture PLC,33.68605041503906,-0.0026221473869109113
20100405,ACN,Accenture PLC,33.78266525268555,0.00286809633234264
20100406,ACN,Accenture PLC,33.42841339111328,-0.010486202285182489
20100407,ACN,Accenture PLC,33.46062088012695,0.0009634764485182412
20100408,ACN,Accenture PLC,33.73435974121094,0.00818092593274522
20100409,ACN,Accenture PLC,34.48311996459961,0.022195773956662945
20100412,ACN,Accenture PLC,34.67634201049805,0.005603380613378395
20100413,ACN,Accenture PLC,34.70048904418945,0.0006963546986615832
20100414,ACN,Accenture PLC,34.95633316040039,0.007372925375349393
20100415,ACN,Accenture PLC,35.11878204345703,0.004647194610236438
20100416,ACN,Accenture PLC,35.04568099975586,-0.0020815369852722476
20100419,ACN,Accenture PLC,34.7857780456543,-0.007416119381540187
20100420,ACN,Accenture PLC,35.46800994873047,0.019612380156648568
20100421,ACN,Accenture PLC,35.719783782958984,0.007098617446889666
20100422,ACN,Accenture PLC,35.671058654785156,-0.001364093592220228
20100423,ACN,Accenture PLC,36.28018569946289,0.01707622559152777
20100426,ACN,Accenture PLC,35.792877197265625,-0.013431808377002863
20100427,ACN,Accenture PLC,35.08628463745117,-0.019741150059555235
20100428,ACN,Accenture PLC,35.34618377685547,0.00740742834671293
20100429,ACN,Accenture PLC,35.890342712402344,0.01539512551007527
20100430,ACN,Accenture PLC,35.44363784790039,-0.012446380578795324
20100503,ACN,Accenture PLC,35.532981872558594,0.0025207351751421747
20100504,ACN,Accenture PLC,34.923851013183594,-0.017142689053220694
20100505,ACN,Accenture PLC,34.249725341796875,-0.019302730135122848
20100506,ACN,Accenture PLC,33.37257385253906,-0.025610467835996742
20100507,ACN,Accenture PLC,32.7471923828125,-0.018739383797302778
20100510,ACN,Accenture PLC,33.340087890625,0.018105231767095997
20100511,ACN,Accenture PLC,33.42130661010742,0.002436067947657161
20100512,ACN,Accenture PLC,33.673091888427734,0.007533675486049551
20100513,ACN,Accenture PLC,33.153289794921875,-0.015436720073944143
20100514,ACN,Accenture PLC,31.6669979095459,-0.044830901988002214
20100517,ACN,Accenture PLC,32.341102600097656,0.02128729387222883
20100518,ACN,Accenture PLC,31.886287689208984,-0.014063061377731056
20100519,ACN,Accenture PLC,31.870038986206055,-0.0005095827761859573
20100520,ACN,Accenture PLC,30.8304443359375,-0.03261981106199807
20100521,ACN,Accenture PLC,30.976634979248047,0.00474176245134883
20100524,ACN,Accenture PLC,31.139074325561523,0.00524393131863099
20100525,ACN,Accenture PLC,30.806089401245117,-0.01069347536908205
20100526,ACN,Accenture PLC,30.383743286132812,-0.013709825665026987
20100527,ACN,Accenture PLC,31.065980911254883,0.022454034669041167
20100528,ACN,Accenture PLC,30.47308349609375,-0.019085102023813194
20100601,ACN,Accenture PLC,29.815216064453125,-0.021588475998005063
20100602,ACN,Accenture PLC,29.912681579589844,0.0032689857060241856
20100603,ACN,Accenture PLC,30.7410945892334,0.027694374622996065
20100604,ACN,Accenture PLC,29.99390411376953,-0.024305916410847672
20100607,ACN,Accenture PLC,29.685266494750977,-0.010290011525270759
20100608,ACN,Accenture PLC,29.595932006835938,-0.0030093881060773153
20100609,ACN,Accenture PLC,29.595932006835938,0.0
20100610,ACN,Accenture PLC,30.586788177490234,0.033479471787725146
20100611,ACN,Accenture PLC,30.57054328918457,-0.00053110801341405
20100614,ACN,Accenture PLC,30.700489044189453,0.004250685170219315
20100615,ACN,Accenture PLC,31.301517486572266,0.019577161833406187
20100616,ACN,Accenture PLC,31.42333984375,0.0038918994016821085
20100617,ACN,Accenture PLC,31.260902404785156,-0.005169324450314705
20100618,ACN,Accenture PLC,31.618261337280273,0.011431497653772604
20100621,ACN,Accenture PLC,31.52080726623535,-0.0030822084113150128
20100622,ACN,Accenture PLC,31.057861328125,-0.014686994980812385
20100623,ACN,Accenture PLC,31.001005172729492,-0.0018306526259108669
20100624,ACN,Accenture PLC,30.497453689575195,-0.0162430695504433
20100625,ACN,Accenture PLC,32.93399429321289,0.07989324710313661
20100628,ACN,Accenture PLC,32.2598876953125,-0.02046841302936986
20100629,ACN,Accenture PLC,31.390850067138672,-0.026938643940167983
20100630,ACN,Accenture PLC,31.390850067138672,0.0
20100701,ACN,Accenture PLC,31.09034538269043,-0.00957300244515591
20100702,ACN,Accenture PLC,30.81419563293457,-0.008882170537404366
20100706,ACN,Accenture PLC,31.195926666259766,0.01238815505270563
20100707,ACN,Accenture PLC,31.886287689208984,0.02212984503825899
20100708,ACN,Accenture PLC,31.951261520385742,0.0020376731154798655
20100709,ACN,Accenture PLC,32.016231536865234,0.0020334100560643886
20100712,ACN,Accenture PLC,32.26801300048828,0.007864181745847576
20100713,ACN,Accenture PLC,32.69034194946289,0.013088160989900954
20100714,ACN,Accenture PLC,32.56850814819336,-0.0037269050736109532
20100715,ACN,Accenture PLC,32.50354766845703,-0.0019945795318823123
20100716,ACN,Accenture PLC,31.675111770629883,-0.02548755312119677
20100719,ACN,Accenture PLC,31.813190460205078,0.004359217122107406
20100720,ACN,Accenture PLC,31.593896865844727,-0.0068931657337123475
20100721,ACN,Accenture PLC,31.358369827270508,-0.007454827100763284
20100722,ACN,Accenture PLC,32.29237747192383,0.02978495533403236
20100723,ACN,Accenture PLC,32.795921325683594,0.01559327287678225
20100726,ACN,Accenture PLC,32.87715148925781,0.0024768373715606806
20100727,ACN,Accenture PLC,32.75531768798828,-0.0037057286215729235
20100728,ACN,Accenture PLC,32.37358856201172,-0.01165395889646792
20100729,ACN,Accenture PLC,31.87816619873047,-0.015303288430081441
20100730,ACN,Accenture PLC,32.194908142089844,0.009936015183081404
20100802,ACN,Accenture PLC,32.75531768798828,0.01740677573686833
20100803,ACN,Accenture PLC,32.487308502197266,-0.008182158034428011
20100804,ACN,Accenture PLC,32.763450622558594,0.00849999994128936
20100805,ACN,Accenture PLC,32.46294021606445,-0.009172123228291196
20100806,ACN,Accenture PLC,32.70658874511719,0.00750543627382716
20100809,ACN,Accenture PLC,32.95024871826172,0.007449874245320398
20100810,ACN,Accenture PLC,32.869022369384766,-0.002465120963773937
20100811,ACN,Accenture PLC,32.47917938232422,-0.011860498395098618
20100812,ACN,Accenture PLC,32.04872131347656,-0.013253354211341883
20100813,ACN,Accenture PLC,31.553293228149414,-0.015458591326663051
20100816,ACN,Accenture PLC,31.602018356323242,0.0015442168847961124
20100817,ACN,Accenture PLC,32.211158752441406,0.01927536365715321
20100818,ACN,Accenture PLC,32.211158752441406,0.0
20100819,ACN,Accenture PLC,31.593896865844727,-0.019162982969369136
20100820,ACN,Accenture PLC,31.204051971435547,-0.012339246914192192
20100823,ACN,Accenture PLC,30.862934112548828,-0.010931844979587324
20100824,ACN,Accenture PLC,30.205066680908203,-0.02131577734124568
20100825,ACN,Accenture PLC,30.278156280517578,0.002419779448974868
20100826,ACN,Accenture PLC,30.164453506469727,-0.0037552740330167866
20100827,ACN,Accenture PLC,30.21319007873535,0.0016156955157557995
20100830,ACN,Accenture PLC,29.969528198242188,-0.008064751847063567
20100831,ACN,Accenture PLC,29.72587776184082,-0.008129939009705822
20100901,ACN,Accenture PLC,30.375614166259766,0.021857601973086727
20100902,ACN,Accenture PLC,30.854812622070312,0.015775761872259597
20100903,ACN,Accenture PLC,31.33400535583496,0.015530566969701232
20100907,ACN,Accenture PLC,31.147199630737305,-0.005961756978600574
20100908,ACN,Accenture PLC,30.96851921081543,-0.0057366447719282565
20100909,ACN,Accenture PLC,31.03350067138672,0.0020983069977913438
20100910,ACN,Accenture PLC,31.528919219970703,0.01596399174653107
20100913,ACN,Accenture PLC,31.748212814331055,0.006955315938056206
20100914,ACN,Accenture PLC,31.845666885375977,0.0030695923457124685
20100915,ACN,Accenture PLC,32.194908142089844,0.010966680583921029
20100916,ACN,Accenture PLC,32.381710052490234,0.005802219083090865
20100917,ACN,Accenture PLC,32.94213104248047,0.0173067138542653
20100920,ACN,Accenture PLC,33.746185302734375,0.024408082744162396
20100921,ACN,Accenture PLC,33.738059997558594,-0.0002407769975447671
20100922,ACN,Accenture PLC,34.32283020019531,0.017332656432498927
20100923,ACN,Accenture PLC,34.46090316772461,0.004022773376320066
20100924,ACN,Accenture PLC,34.03044891357422,-0.012491090325036702
20100927,ACN,Accenture PLC,33.85177230834961,-0.00525049216007667
20100928,ACN,Accenture PLC,34.04668426513672,0.0057578065636176845
20100929,ACN,Accenture PLC,34.355316162109375,0.009064961937826466
20100930,ACN,Accenture PLC,34.509639739990234,0.004491985378701324
20101001,ACN,Accenture PLC,36.044654846191406,0.04448076299163373
20101004,ACN,Accenture PLC,36.052772521972656,0.0002252116386156633
20101005,ACN,Accenture PLC,36.6700325012207,0.017121012784019563
20101006,ACN,Accenture PLC,36.71064758300781,0.0011075823776747207
20101007,ACN,Accenture PLC,37.23044967651367,0.014159436777314127
20101008,ACN,Accenture PLC,37.18170928955078,-0.0013091538615940257
20101011,ACN,Accenture PLC,37.0030403137207,-0.004805292151544238
20101012,ACN,Accenture PLC,37.14111328125,0.0037313952139792494
20101013,ACN,Accenture PLC,37.11650085449219,-0.0006626733714586441
20101014,ACN,Accenture PLC,37.26414489746094,0.003977854581377782
20101015,ACN,Accenture PLC,37.14930725097656,-0.00308171962084125
20101018,ACN,Accenture PLC,37.26414489746094,0.0030912459742127307
20101019,ACN,Accenture PLC,37.280548095703125,0.00044018716348714904
20101020,ACN,Accenture PLC,37.37078094482422,0.002420373458283276
20101021,ACN,Accenture PLC,37.52662658691406,0.0041702538226306984
20101022,ACN,Accenture PLC,37.43639373779297,-0.0024045020117144933
20101025,ACN,Accenture PLC,37.34616470336914,-0.002410195678990812
20101026,ACN,Accenture PLC,36.952449798583984,-0.010542311584397779
20101027,ACN,Accenture PLC,36.804805755615234,-0.003995514337304051
20101028,ACN,Accenture PLC,36.83761215209961,0.00089136176134752
20101029,ACN,Accenture PLC,36.673561096191406,-0.004453357487745113
20101101,ACN,Accenture PLC,36.88682556152344,0.005815210166600915
20101102,ACN,Accenture PLC,36.90324020385742,0.0004450001344411536
20101103,ACN,Accenture PLC,37.1903190612793,0.007779231737810033
20101104,ACN,Accenture PLC,37.46100616455078,0.0072784291746856855
20101105,ACN,Accenture PLC,37.46100616455078,0.0
20101108,ACN,Accenture PLC,36.8950309753418,-0.0151083819458262
20101109,ACN,Accenture PLC,37.15751266479492,0.007114282940392513
20101110,ACN,Accenture PLC,37.32155990600586,0.004414914493627187
20101111,ACN,Accenture PLC,36.28803634643555,-0.027692399840018367
20101112,ACN,Accenture PLC,35.56622314453125,-0.019891216901715802
20101115,ACN,Accenture PLC,36.28803634643555,0.02029490730491812
20101116,ACN,Accenture PLC,36.050167083740234,-0.006555032640080505
20101117,ACN,Accenture PLC,36.17319869995117,0.003412789070440292
20101118,ACN,Accenture PLC,36.36186218261719,0.005215559846695861
20101119,ACN,Accenture PLC,36.263427734375,-0.0027070794050048086
20101122,ACN,Accenture PLC,36.041961669921875,-0.006107146463796398
20101123,ACN,Accenture PLC,35.853302001953125,-0.005234445053144632
20101124,ACN,Accenture PLC,36.24702072143555,0.010981379607964081
20101126,ACN,Accenture PLC,35.95993423461914,-0.007920278166382633
20101129,ACN,Accenture PLC,36.00914764404297,0.0013685622755241766
20101130,ACN,Accenture PLC,35.533409118652344,-0.013211601954408625
20101201,ACN,Accenture PLC,36.0911750793457,0.01569694477754391
20101202,ACN,Accenture PLC,36.345458984375,0.007045597835766193
20101203,ACN,Accenture PLC,36.27163314819336,-0.0020312258599727295
20101206,ACN,Accenture PLC,36.36186218261719,0.0024875922750757784
20101207,ACN,Accenture PLC,36.90324020385742,0.01488862199964669
20101208,ACN,Accenture PLC,36.919639587402344,0.0004443887163927407
20101209,ACN,Accenture PLC,36.59152603149414,-0.008887236158723555
20101210,ACN,Accenture PLC,37.452796936035156,0.023537441532220482
20101213,ACN,Accenture PLC,37.649662017822266,0.005256351938770498
20101214,ACN,Accenture PLC,38.20744323730469,0.014815039221823145
20101215,ACN,Accenture PLC,37.81371307373047,-0.010305064411894271
20101216,ACN,Accenture PLC,38.2812614440918,0.012364518910102484
20101217,ACN,Accenture PLC,41.27518844604492,0.07820868197683684
20101220,ACN,Accenture PLC,39.93817138671875,-0.032392754816223945
20101221,ACN,Accenture PLC,39.970985412597656,0.0008216206385909253
20101222,ACN,Accenture PLC,39.897159576416016,-0.0018469856427000275
20101223,ACN,Accenture PLC,39.65108871459961,-0.006167628583811813
20101227,ACN,Accenture PLC,39.57726287841797,-0.0018618867369071257
20101228,ACN,Accenture PLC,39.35579299926758,-0.005595886704716002
20101229,ACN,Accenture PLC,39.88075256347656,0.013338813023504592
20101230,ACN,Accenture PLC,39.71670150756836,-0.004113539624085338
20101231,ACN,Accenture PLC,39.77412033081055,0.0014457097659845708
20110103,ACN,Accenture PLC,39.85614776611328,0.002062331853488919
20110104,ACN,Accenture PLC,39.593666076660156,-0.0065857265231311635
20110105,ACN,Accenture PLC,39.60186767578125,0.00020714422112910746
20110106,ACN,Accenture PLC,39.74951171875,0.003728209087952683
20110107,ACN,Accenture PLC,39.81513595581055,0.0016509444826611208
20110110,ACN,Accenture PLC,39.46242141723633,-0.008858805328849972
20110111,ACN,Accenture PLC,40.0037956237793,0.01371872751595804
20110112,ACN,Accenture PLC,40.92247772216797,0.022964873309236244
20110113,ACN,Accenture PLC,40.906070709228516,-0.0004009291189757125
20110114,ACN,Accenture PLC,41.01270294189453,0.0026067581368052206
20110118,ACN,Accenture PLC,41.2997932434082,0.007000033670553574
20110119,ACN,Accenture PLC,41.17675018310547,-0.0029792657696263714
20110120,ACN,Accenture PLC,41.94778823852539,0.018725082771011703
20110121,ACN,Accenture PLC,41.86577224731445,-0.0019551922676965816
20110124,ACN,Accenture PLC,42.21847152709961,0.008424525832263496
20110125,ACN,Accenture PLC,42.42353820800781,0.004857273925148453
20110126,ACN,Accenture PLC,42.9402961730957,0.012180925658632269
20110127,ACN,Accenture PLC,42.9484977722168,0.0001910000594320671
20110128,ACN,Accenture PLC,42.259483337402344,-0.016042806397297826
20110131,ACN,Accenture PLC,42.21847152709961,-0.0009704759041962996
20110201,ACN,Accenture PLC,42.95669937133789,0.01748589699095149
20110202,ACN,Accenture PLC,43.112552642822266,0.0036281481995883436
20110203,ACN,Accenture PLC,43.293006896972656,0.004185654596827293
20110204,ACN,Accenture PLC,43.1043586730957,-0.0043574756617366095
20110207,ACN,Accenture PLC,43.20277786254883,0.002283276969726744
20110208,ACN,Accenture PLC,43.17817306518555,-0.0005695188731049683
20110209,ACN,Accenture PLC,43.227394104003906,0.0011399518628092409
20110210,ACN,Accenture PLC,43.46526336669922,0.005502743517756592
20110211,ACN,Accenture PLC,42.98130798339844,-0.011134302332827084
20110214,ACN,Accenture PLC,42.98951721191406,0.00019099531635458078
20110215,ACN,Accenture PLC,42.64501190185547,-0.008013705023956819
20110216,ACN,Accenture PLC,43.80976486206055,0.027312759646677565
20110217,ACN,Accenture PLC,44.32652282714844,0.011795497344369466
20110218,ACN,Accenture PLC,43.97382354736328,-0.00795684518635742
20110222,ACN,Accenture PLC,42.95669937133789,-0.023130219161630716
20110223,ACN,Accenture PLC,42.04621505737305,-0.02119539739527443
20110224,ACN,Accenture PLC,42.448143005371094,0.009559194506559177
20110225,ACN,Accenture PLC,42.80085754394531,0.008309304332337675
20110228,ACN,Accenture PLC,42.22667694091797,-0.013415165862922462
20110301,ACN,Accenture PLC,41.964195251464844,-0.0062160157622722645
20110302,ACN,Accenture PLC,41.95599365234375,-0.0001954427833524841
20110303,ACN,Accenture PLC,43.498069763183594,0.03675460825973542
20110304,ACN,Accenture PLC,43.186378479003906,-0.007165634840272883
20110307,ACN,Accenture PLC,42.973106384277344,-0.004938411189774783
20110308,ACN,Accenture PLC,42.86647415161133,-0.002481371295630308
20110309,ACN,Accenture PLC,42.686031341552734,-0.0042094157177564595
20110310,ACN,Accenture PLC,42.152862548828125,-0.012490474658055084
20110311,ACN,Accenture PLC,42.3087043762207,0.0036970639232876135
20110314,ACN,Accenture PLC,42.20207595825195,-0.0025202477726705697
20110315,ACN,Accenture PLC,41.029109954833984,-0.027794035643609494
20110316,ACN,Accenture PLC,40.176048278808594,-0.020791620314563608
20110317,ACN,Accenture PLC,40.2088623046875,0.0008167559350582554
20110318,ACN,Accenture PLC,41.2177619934082,0.025091475632303295
20110321,ACN,Accenture PLC,41.2997932434082,0.0019901917530873448
20110322,ACN,Accenture PLC,41.2997932434082,0.0
20110323,ACN,Accenture PLC,41.56227493286133,0.006355520665833447
20110324,ACN,Accenture PLC,42.620399475097656,0.02545877346573544
20110325,ACN,Accenture PLC,44.531593322753906,0.04484223215159977
20110328,ACN,Accenture PLC,43.94921112060547,-0.013077955642131989
20110329,ACN,Accenture PLC,44.51518630981445,0.01287793739131815
20110330,ACN,Accenture PLC,44.941715240478516,0.009581649904720768
20110331,ACN,Accenture PLC,45.08937454223633,0.003285573346893944
20110401,ACN,Accenture PLC,45.00733947753906,-0.00181938794960268
20110404,ACN,Accenture PLC,45.17139434814453,0.003645069282252056
20110405,ACN,Accenture PLC,45.05656051635742,-0.002542180365345037
20110406,ACN,Accenture PLC,44.851497650146484,-0.004551232137137706
20110407,ACN,Accenture PLC,44.98273849487305,0.0029261195635044146
20110408,ACN,Accenture PLC,45.19599914550781,0.004740944143698078
20110411,ACN,Accenture PLC,45.934226989746094,0.01633392021850355
20110412,ACN,Accenture PLC,45.80298614501953,-0.0028571471281286787
20110413,ACN,Accenture PLC,46.76220703125,0.020942322039733785
20110414,ACN,Accenture PLC,45.94355392456055,-0.017506725166807624
20110415,ACN,Accenture PLC,45.20759963989258,-0.01601866250652717
20110418,ACN,Accenture PLC,45.05875778198242,-0.0032924078937121015
20110419,ACN,Accenture PLC,45.8112678527832,0.016700639517001736
20110420,ACN,Accenture PLC,46.348751068115234,0.011732554904598125
20110421,ACN,Accenture PLC,46.977210998535156,0.013559371416423271
20110425,ACN,Accenture PLC,46.75394058227539,-0.004752738860268391
20110426,ACN,Accenture PLC,46.88624954223633,0.0028298996472415627
20110427,ACN,Accenture PLC,47.026824951171875,0.0029982225131679474
20110428,ACN,Accenture PLC,47.126060485839844,0.0021101899771249766
20110429,ACN,Accenture PLC,47.241825103759766,0.0024564883363145107
20110502,ACN,Accenture PLC,48.01085662841797,0.016278615886857306
20110503,ACN,Accenture PLC,46.26605987548828,-0.03634171259291652
20110504,ACN,Accenture PLC,46.23298645019531,-0.0007148528615139593
20110505,ACN,Accenture PLC,45.422611236572266,-0.01752807412724733
20110506,ACN,Accenture PLC,45.60451889038086,0.004004781954546344
20110509,ACN,Accenture PLC,46.092411041259766,0.010698329085581326
20110510,ACN,Accenture PLC,47.101253509521484,0.021887387651703616
20110511,ACN,Accenture PLC,46.53894805908203,-0.011938226873851265
20110512,ACN,Accenture PLC,46.803558349609375,0.005685781513398602
20110513,ACN,Accenture PLC,46.092411041259766,-0.01519430003670963
20110516,ACN,Accenture PLC,46.43144607543945,0.007355550003149025
20110517,ACN,Accenture PLC,46.91932678222656,0.010507549258630178
20110518,ACN,Accenture PLC,47.06816864013672,0.0031722931277551325
20110519,ACN,Accenture PLC,47.08470916748047,0.00035141642051583766
20110520,ACN,Accenture PLC,47.481632232666016,0.008429978058772436
20110523,ACN,Accenture PLC,46.58855438232422,-0.018808912169775538
20110524,ACN,Accenture PLC,46.629905700683594,0.000887585350256348
20110525,ACN,Accenture PLC,46.795291900634766,0.0035467839247367294
20110526,ACN,Accenture PLC,47.15913772583008,0.0077752656392848785
20110527,ACN,Accenture PLC,47.059906005859375,-0.0021041885996221366
20110531,ACN,Accenture PLC,47.45682144165039,0.008434259000466238
20110601,ACN,Accenture PLC,47.11779022216797,-0.0071439934067070165
20110602,ACN,Accenture PLC,46.977210998535156,-0.0029835699630640367
20110603,ACN,Accenture PLC,46.1585693359375,-0.01742635727402342
20110606,ACN,Accenture PLC,46.12548065185547,-0.0007168481293520212
20110607,ACN,Accenture PLC,46.53067398071289,0.00878458767542667
20110608,ACN,Accenture PLC,46.092411041259766,-0.00941879628983644
20110609,ACN,Accenture PLC,46.596832275390625,0.010943693825851808
20110610,ACN,Accenture PLC,45.927024841308594,-0.014374527223726785
20110613,ACN,Accenture PLC,46.24952697753906,0.007022055910323122
20110614,ACN,Accenture PLC,47.233551025390625,0.021276413234008862
20110615,ACN,Accenture PLC,45.81952667236328,-0.029936863147706716
20110616,ACN,Accenture PLC,44.63703155517578,-0.025807667670664558
20110617,ACN,Accenture PLC,44.61222457885742,-0.0005557487909494396
20110620,ACN,Accenture PLC,44.620487213134766,0.00018521009331728955
20110621,ACN,Accenture PLC,45.30683135986328,0.015381816506173873
20110622,ACN,Accenture PLC,45.687217712402344,0.008395783618539321
20110623,ACN,Accenture PLC,46.05105972290039,0.007963759421473426
20110624,ACN,Accenture PLC,47.1508674621582,0.023882354627137836
20110627,ACN,Accenture PLC,47.787593841552734,0.01350402259100636
20110628,ACN,Accenture PLC,49.325653076171875,0.03218532491338277
20110629,ACN,Accenture PLC,49.5406608581543,0.004358944455340463
20110630,ACN,Accenture PLC,49.96238327026367,0.008512652128659592
20110701,ACN,Accenture PLC,50.33449172973633,0.007447772406288022
20110705,ACN,Accenture PLC,51.06218719482422,0.014457193071406138
20110706,ACN,Accenture PLC,51.35160827636719,0.005668011838950493
20110707,ACN,Accenture PLC,52.45968246459961,0.02157817886187563
20110708,ACN,Accenture PLC,52.4514045715332,-0.0001577953330539339
20110711,ACN,Accenture PLC,50.84718704223633,-0.0305848345225731
20110712,ACN,Accenture PLC,50.48333740234375,-0.007155747663884493
20110713,ACN,Accenture PLC,50.16910934448242,-0.0062243915325364
20110714,ACN,Accenture PLC,50.301422119140625,0.0026373355315056912
20110715,ACN,Accenture PLC,50.19392395019531,-0.002137080114568146
20110718,ACN,Accenture PLC,49.598533630371094,-0.011861800651708165
20110719,ACN,Accenture PLC,50.938148498535156,0.027009162773791395
20110720,ACN,Accenture PLC,50.76449203491211,-0.003409163244872171
20110721,ACN,Accenture PLC,51.05391311645508,0.005701250420154347
20110722,ACN,Accenture PLC,50.67353057861328,-0.007450604951164785
20110725,ACN,Accenture PLC,50.59083938598633,-0.0016318419435699116
20110726,ACN,Accenture PLC,50.72314453125,0.0026151996462093763
20110727,ACN,Accenture PLC,49.408348083496094,-0.025921035848711527
20110728,ACN,Accenture PLC,49.35873794555664,-0.0010040841247235255
20110729,ACN,Accenture PLC,48.903926849365234,-0.009214398810056035
20110801,ACN,Accenture PLC,48.755088806152344,-0.0030434783626137607
20110802,ACN,Accenture PLC,47.969512939453125,-0.016112694816793893
20110803,ACN,Accenture PLC,49.284305572509766,0.027408921885785364
20110804,ACN,Accenture PLC,47.11779022216797,-0.043959538948038945
20110805,ACN,Accenture PLC,47.30797576904297,0.0040363851101301584
20110808,ACN,Accenture PLC,43.958961486816406,-0.07079174764476115
20110809,ACN,Accenture PLC,45.38953399658203,0.032543364569580735
20110810,ACN,Accenture PLC,42.826080322265625,-0.05647675683362252
20110811,ACN,Accenture PLC,44.653560638427734,0.04267213582028395
20110812,ACN,Accenture PLC,45.15799331665039,0.011296583542512728
20110815,ACN,Accenture PLC,45.827796936035156,0.014832448702670753
20110816,ACN,Accenture PLC,45.331642150878906,-0.010826503090444528
20110817,ACN,Accenture PLC,45.08356857299805,-0.005472415427951738
20110818,ACN,Accenture PLC,40.40321350097656,-0.10381509761018992
20110819,ACN,Accenture PLC,39.22898483276367,-0.029062754332263907
20110822,ACN,Accenture PLC,40.10551834106445,0.022344027306276493
20110823,ACN,Accenture PLC,41.73455047607422,0.04061865305308321
20110824,ACN,Accenture PLC,42.156272888183594,0.010104874912960637
