yyyymmdd,label,name,%_end_weight,tot_rtn_mtd,tot_rtn_ytd
2020-01-01,portfolio,LPPI  GF BARON BNYMILTD BRZEX589145,1.0,-0.00112977865,-0.00112977865
2020-01-01,portfolio,LPPI GEF BARON BNYMILTD,1.0,-0.00093866746,-0.00093866746
2020-01-01,portfolio,LPPI GEF CASH ONLY BNYMILTD,1.0,-2.0000000000000002e-11,-2.0000000000000002e-11
2020-01-01,portfolio,LPPI GEF FIRST EAGLE BNYMILTD,1.0,-0.0010534006599999999,-0.0010534006599999999
2020-01-01,portfolio,LPPI GEF INTERNAL EQUITY BNYMILTD,1.0,-0.0007688825600000001,-0.0007688825600000001
2020-01-01,portfolio,LPPI GEF INTRNL INCUBATOR BNYMILTD,1.0,-0.00097478108,-0.00097478108
2020-01-01,portfolio,LPPI GEF MAGELLAN BNYMILTD,1.0,-0.00086461117,-0.00086461117
2020-01-01,portfolio,LPPI GEF ROBECO BNYMILTD,1.0,-0.00106222972,-0.00106222972
2020-01-01,portfolio,LPPI GEF WELLINGTON BNYMILTD,1.0,-0.0011494144800000001,-0.0011494144800000001
2020-01-01,portfolio,LPPI GF FT EGL BNYMILTD BRZEX650557,1.0,-0.00112977865,-0.00112977865
2020-01-01,portfolio,LPPI GLOBAL EQUITIES POOL [Aggregated Group],0.99999999999,-0.00091459506,-0.00091459506
2020-01-01,region,Africa / Middle East,0.0033533996999999998,-0.00031153186,-0.00031153186
2020-01-01,region,Asia Pacific,0.09945185601,-0.00118171427,-0.00118171427
2020-01-01,region,Central Asia,0.00841666021,-0.00086995882,-0.00086995882
2020-01-01,region,Eastern Europe,0.00183056955,-0.00126061215,-0.00126061215
2020-01-01,region,North America,0.56910074142,-0.00105171238,-0.00105171238
2020-01-01,region,South & Central America,0.0071505102499999995,-0.0010550809899999999,-0.0010550809899999999
2020-01-01,region,Western Europe,0.31069626282,-0.00058020676,-0.00058020676
2020-01-01,sector,Communication Services,0.06060324777,-0.00100836868,-0.00100836868
2020-01-01,sector,Consumer Discretionary,0.12327640411999999,-0.00080439151,-0.00080439151
2020-01-01,sector,Consumer Staples,0.17073911437,-0.00046121782,-0.00046121782
2020-01-01,sector,Energy,0.01061725271,-0.0014758379199999998,-0.0014758379199999998
2020-01-01,sector,Financials,0.13734317849,-0.0009113660299999999,-0.0009113660299999999
2020-01-01,sector,Health Care,0.06751912621,-0.00066086918,-0.00066086918
2020-01-01,sector,Industrials,0.12308730975,-0.00124807676,-0.00124807676
2020-01-01,sector,Information Technology,0.16317343286,-0.00104749161,-0.00104749161
2020-01-01,sector,Materials,0.016579296480000002,-0.0016012037300000002,-0.0016012037300000002
2020-01-01,sector,Not Classified,0.06630004551,-0.00093759048,-0.00093759048
2020-01-01,sector,Real Estate,0.03295317963,-0.00131589741,-0.00131589741
2020-01-01,sector,Utilities,0.02780841204,-0.00120177385,-0.00120177385
2020-01-02,portfolio,LPPI  GF BARON BNYMILTD BRZEX589145,1.0,0.041916333740000006,0.041916333740000006
2020-01-02,portfolio,LPPI GEF BARON BNYMILTD,1.0,0.01889184741,0.01889184741
2020-01-02,portfolio,LPPI GEF CASH ONLY BNYMILTD,1.0,8.000000000000001e-11,8.000000000000001e-11
2020-01-02,portfolio,LPPI GEF FIRST EAGLE BNYMILTD,1.0,0.007243512560000001,0.007243512560000001
2020-01-02,portfolio,LPPI GEF INTERNAL EQUITY BNYMILTD,1.0,0.00977998563,0.00977998563
2020-01-02,portfolio,LPPI GEF INTRNL INCUBATOR BNYMILTD,1.0,0.01260013856,0.01260013856
2020-01-02,portfolio,LPPI GEF MAGELLAN BNYMILTD,1.0,0.01480417425,0.01480417425
2020-01-02,portfolio,LPPI GEF ROBECO BNYMILTD,1.0,0.00612307222,0.00612307222
2020-01-02,portfolio,LPPI GEF WELLINGTON BNYMILTD,1.0,0.00984594491,0.00984594491
2020-01-02,portfolio,LPPI GF FT EGL BNYMILTD BRZEX650557,1.0,0.027572200699999997,0.027572200699999997
2020-01-02,portfolio,LPPI GLOBAL EQUITIES POOL [Aggregated Group],1.0,0.010167129189999999,0.010167129189999999
2020-01-02,region,Africa / Middle East,0.00335280902,0.010354505169999998,0.010354505169999998
