yyyymmdd,portfolio_name,region,weight
20191001,OVERALL,Not Available,0.014788232029701505
20191001,OVERALL,South & Central America,0.006780178197066782
20191001,OVERALL,Western Europe,0.2710299291855471
20191002,LPPI  GF BARON BNYMILTD BRZEX589145,South & Central America,1.0
20191002,LPPI GEF BARON BNYMILTD,Africa / Middle East,0.08325914651760596
20191002,LPPI GEF BARON BNYMILTD,Asia Pacific,0.7175233529449866
20191002,LPPI GEF BARON BNYMILTD,Central Asia,0.004292299121171929
20191002,LPPI GEF BARON BNYMILTD,Eastern Europe,0.039379660640028735
20191002,LPPI GEF BARON BNYMILTD,North America,0.05132730100937963
20191002,LPPI GEF BARON BNYMILTD,South & Central America,0.09024128613733079
20191002,LPPI GEF BARON BNYMILTD,Western Europe,0.013976953629496733
20191002,LPPI GEF FIRST EAGLE BNYMILTD,Asia Pacific,0.22034072482054026
20191002,LPPI GEF FIRST EAGLE BNYMILTD,North America,0.4716176817322147
20191002,LPPI GEF FIRST EAGLE BNYMILTD,Not Available,0.11634322688093869
20191002,LPPI GEF FIRST EAGLE BNYMILTD,Western Europe,0.19169836656630676
20191002,LPPI GEF INTERNAL EQUITY BNYMILTD,North America,0.6303024349072845
20191002,LPPI GEF INTERNAL EQUITY BNYMILTD,Western Europe,0.36969756509271545
20191002,LPPI GEF INTRNL INCUBATOR BNYMILTD,North America,0.6857314169106363
20191002,LPPI GEF INTRNL INCUBATOR BNYMILTD,Western Europe,0.3142685830893635
20191002,LPPI GEF MAGELLAN BNYMILTD,Asia Pacific,0.06075021076524994
20191002,LPPI GEF MAGELLAN BNYMILTD,North America,0.69798022839631
20191002,LPPI GEF MAGELLAN BNYMILTD,Western Europe,0.24126956083844028
20191002,LPPI GEF ROBECO BNYMILTD,Asia Pacific,0.15100910729129396
20191002,LPPI GEF ROBECO BNYMILTD,North America,0.6444760073534144
20191002,LPPI GEF ROBECO BNYMILTD,Not Available,0.0009719470299875403
20191002,LPPI GEF ROBECO BNYMILTD,Western Europe,0.20354293832530415
20191002,LPPI GEF WELLINGTON BNYMILTD,Asia Pacific,0.10621567725259376
20191002,LPPI GEF WELLINGTON BNYMILTD,North America,0.723937862726088
20191002,LPPI GEF WELLINGTON BNYMILTD,Western Europe,0.16984646002131817
20191002,LPPI GF FT EGL BNYMILTD BRZEX650557,South & Central America,1.0
20191002,OVERALL,Africa / Middle East,0.0030393787495276536
20191002,OVERALL,Asia Pacific,0.09830901567603632
20191002,OVERALL,Central Asia,0.0001566905653152173
20191002,OVERALL,Eastern Europe,0.0014375562171731408
20191002,OVERALL,North America,0.6090559608057131
20191002,OVERALL,Not Available,0.015058173827444227
20191002,OVERALL,South & Central America,0.006659937016569802
20191002,OVERALL,Western Europe,0.26628328714222016
20191003,LPPI  GF BARON BNYMILTD BRZEX589145,South & Central America,1.0
20191003,LPPI GEF BARON BNYMILTD,Africa / Middle East,0.07268177466364924
20191003,LPPI GEF BARON BNYMILTD,Asia Pacific,0.548230615258474
20191003,LPPI GEF BARON BNYMILTD,Central Asia,0.20687496157296273
20191003,LPPI GEF BARON BNYMILTD,Eastern Europe,0.034533665875700746
20191003,LPPI GEF BARON BNYMILTD,North America,0.04516355761386876
20191003,LPPI GEF BARON BNYMILTD,South & Central America,0.08038606774548523
20191003,LPPI GEF BARON BNYMILTD,Western Europe,0.012129357269858462
20191003,LPPI GEF FIRST EAGLE BNYMILTD,Asia Pacific,0.19870398469598688
20191003,LPPI GEF FIRST EAGLE BNYMILTD,North America,0.4851687851465555
20191003,LPPI GEF FIRST EAGLE BNYMILTD,Not Available,0.11982664666479925
20191003,LPPI GEF FIRST EAGLE BNYMILTD,Western Europe,0.19630058349265841
20191003,LPPI GEF INTERNAL EQUITY BNYMILTD,North America,0.6323264920935645
20191003,LPPI GEF INTERNAL EQUITY BNYMILTD,Western Europe,0.3676735079064356
20191003,LPPI GEF INTRNL INCUBATOR BNYMILTD,North America,0.7091867102666687
20191003,LPPI GEF INTRNL INCUBATOR BNYMILTD,Western Europe,0.2908132897333312
20191003,LPPI GEF MAGELLAN BNYMILTD,Asia Pacific,0.061409867885745505
20191003,LPPI GEF MAGELLAN BNYMILTD,North America,0.6984113499269815
20191003,LPPI GEF MAGELLAN BNYMILTD,Western Europe,0.2401787821872731
20191003,LPPI GEF ROBECO BNYMILTD,Asia Pacific,0.14984327388860263
20191003,LPPI GEF ROBECO BNYMILTD,North America,0.6479921600612357
20191003,LPPI GEF ROBECO BNYMILTD,Not Available,0.0009659128681558511
20191003,LPPI GEF ROBECO BNYMILTD,Western Europe,0.2011986531820064
20191003,LPPI GEF WELLINGTON BNYMILTD,Asia Pacific,0.1055163363488599
20191003,LPPI GEF WELLINGTON BNYMILTD,North America,0.7252428433776859
20191003,LPPI GEF WELLINGTON BNYMILTD,Western Europe,0.16924082027345452
20191003,LPPI GF FT EGL BNYMILTD BRZEX650557,South & Central America,1.0
20191003,OVERALL,Africa / Middle East,0.0030294601839447105
20191003,OVERALL,Asia Pacific,0.09108576448654862
20191003,OVERALL,Central Asia,0.00862278696469182
20191003,OVERALL,Eastern Europe,0.0014394030176097085
20191003,OVERALL,North America,0.6096966473925661
20191003,OVERALL,Not Available,0.015021672822079364
20191003,OVERALL,South & Central America,0.006809069368845825
20191003,OVERALL,Western Europe,0.26429519576371346
20191004,LPPI  GF BARON BNYMILTD BRZEX589145,South & Central America,1.0
20191004,LPPI GEF BARON BNYMILTD,Africa / Middle East,0.06739284661922285
20191004,LPPI GEF BARON BNYMILTD,Asia Pacific,0.5835611024719927
20191004,LPPI GEF BARON BNYMILTD,Central Asia,0.18714172986176364
20191004,LPPI GEF BARON BNYMILTD,Eastern Europe,0.03223556480351564
20191004,LPPI GEF BARON BNYMILTD,North America,0.042737001380660895
20191004,LPPI GEF BARON BNYMILTD,South & Central America,0.07559695442985227
20191004,LPPI GEF BARON BNYMILTD,Western Europe,0.011334800432991534
20191004,LPPI GEF FIRST EAGLE BNYMILTD,Asia Pacific,0.2173090187106414
20191004,LPPI GEF FIRST EAGLE BNYMILTD,North America,0.4751831603734266
20191004,LPPI GEF FIRST EAGLE BNYMILTD,Not Available,0.11599390698210248
20191004,LPPI GEF FIRST EAGLE BNYMILTD,Western Europe,0.19151391393383008
20191004,LPPI GEF INTERNAL EQUITY BNYMILTD,North America,0.6324654384667148
20191004,LPPI GEF INTERNAL EQUITY BNYMILTD,Western Europe,0.3675345615332853
20191004,LPPI GEF INTRNL INCUBATOR BNYMILTD,North America,0.6887745440240955
20191004,LPPI GEF INTRNL INCUBATOR BNYMILTD,Western Europe,0.3112254559759045
20191004,LPPI GEF MAGELLAN BNYMILTD,Asia Pacific,0.060906423456997205
20191004,LPPI GEF MAGELLAN BNYMILTD,North America,0.6997087279524861
20191004,LPPI GEF MAGELLAN BNYMILTD,Western Europe,0.23938484859051665
20191004,LPPI GEF ROBECO BNYMILTD,Asia Pacific,0.14861401415465306
20191004,LPPI GEF ROBECO BNYMILTD,North America,0.6478378697823574
20191004,LPPI GEF ROBECO BNYMILTD,Not Available,0.000952028732758114
20191004,LPPI GEF ROBECO BNYMILTD,Western Europe,0.20259608733023074
20191004,LPPI GEF WELLINGTON BNYMILTD,Asia Pacific,0.10407869949058184
20191004,LPPI GEF WELLINGTON BNYMILTD,North America,0.7262825700370271
20191004,LPPI GEF WELLINGTON BNYMILTD,Western Europe,0.16963873047239128
20191004,LPPI GF FT EGL BNYMILTD BRZEX650557,South & Central America,1.0
20191004,OVERALL,Africa / Middle East,0.0029725197186313205
20191004,OVERALL,Asia Pacific,0.0959539750094579
20191004,OVERALL,Central Asia,0.008254325349037805
20191004,OVERALL,Eastern Europe,0.0014218252652401905
20191004,OVERALL,North America,0.606794880512896
20191004,OVERALL,Not Available,0.014741907068200609
20191004,OVERALL,South & Central America,0.006811447550689674
20191004,OVERALL,Western Europe,0.26304911952584625
20191007,LPPI  GF BARON BNYMILTD BRZEX589145,South & Central America,0.9999999999999999
20191007,LPPI GEF BARON BNYMILTD,Africa / Middle East,0.09014748148008146
20191007,LPPI GEF BARON BNYMILTD,Asia Pacific,0.4477224434204166
20191007,LPPI GEF BARON BNYMILTD,Central Asia,0.24824599618150583
20191007,LPPI GEF BARON BNYMILTD,Eastern Europe,0.04345000243382184
20191007,LPPI GEF BARON BNYMILTD,North America,0.05625802758895456
20191007,LPPI GEF BARON BNYMILTD,South & Central America,0.09896954667911215
20191007,LPPI GEF BARON BNYMILTD,Western Europe,0.01520650221610756
20191007,LPPI GEF FIRST EAGLE BNYMILTD,Asia Pacific,0.2089584244876813
20191007,LPPI GEF FIRST EAGLE BNYMILTD,North America,0.4798851402194341
20191007,LPPI GEF FIRST EAGLE BNYMILTD,Not Available,0.1167739975725125
20191007,LPPI GEF FIRST EAGLE BNYMILTD,Western Europe,0.19438243772037275
20191007,LPPI GEF INTERNAL EQUITY BNYMILTD,North America,0.6295736193304291
20191007,LPPI GEF INTERNAL EQUITY BNYMILTD,Western Europe,0.3704263806695708
20191007,LPPI GEF INTRNL INCUBATOR BNYMILTD,North America,0.68810051492113
20191007,LPPI GEF INTRNL INCUBATOR BNYMILTD,Western Europe,0.31189948507887
20191007,LPPI GEF MAGELLAN BNYMILTD,Asia Pacific,0.06032369035598405
20191007,LPPI GEF MAGELLAN BNYMILTD,North America,0.6981842705664386
20191007,LPPI GEF MAGELLAN BNYMILTD,Western Europe,0.24149203907757769
20191007,LPPI GEF ROBECO BNYMILTD,Asia Pacific,0.13325593428875473
20191007,LPPI GEF ROBECO BNYMILTD,North America,0.6569067678407572
20191007,LPPI GEF ROBECO BNYMILTD,Not Available,0.0
20191007,LPPI GEF ROBECO BNYMILTD,Western Europe,0.20983729787048774
20191007,LPPI GEF WELLINGTON BNYMILTD,Asia Pacific,0.05717208054700986
20191007,LPPI GEF WELLINGTON BNYMILTD,North America,0.7633416354400517
20191007,LPPI GEF WELLINGTON BNYMILTD,Western Europe,0.17948628401293842
20191007,LPPI GF FT EGL BNYMILTD BRZEX650557,South & Central America,1.0
20191007,OVERALL,Africa / Middle East,0.003053263217716758
20191007,OVERALL,Asia Pacific,0.07726209193689863
20191007,OVERALL,Central Asia,0.00840800382486472
20191007,OVERALL,Eastern Europe,0.001471636168451413
20191007,OVERALL,North America,0.6173727248555324
20191007,OVERALL,Not Available,0.01479848415145686
20191007,OVERALL,South & Central America,0.006793974352546822
20191007,OVERALL,Western Europe,0.2708398214925326
20191008,LPPI  GF BARON BNYMILTD BRZEX589145,South & Central America,1.0
20191008,LPPI GEF BARON BNYMILTD,Africa / Middle East,0.07716440090726014
20191008,LPPI GEF BARON BNYMILTD,Asia Pacific,0.735651884974347
20191008,LPPI GEF BARON BNYMILTD,Central Asia,0.003943247389915374
20191008,LPPI GEF BARON BNYMILTD,Eastern Europe,0.037185308756453546
20191008,LPPI GEF BARON BNYMILTD,North America,0.048410880068274535
20191008,LPPI GEF BARON BNYMILTD,South & Central America,0.08454572981068954
20191008,LPPI GEF BARON BNYMILTD,Western Europe,0.013098548093059718
20191008,LPPI GEF FIRST EAGLE BNYMILTD,Asia Pacific,0.2201060346617403
20191008,LPPI GEF FIRST EAGLE BNYMILTD,North America,0.4710361894550247
20191008,LPPI GEF FIRST EAGLE BNYMILTD,Not Available,0.11716213132314861
20191008,LPPI GEF FIRST EAGLE BNYMILTD,Western Europe,0.19169564456008623
20191008,LPPI GEF INTERNAL EQUITY BNYMILTD,North America,0.6286218311950543
20191008,LPPI GEF INTERNAL EQUITY BNYMILTD,Western Europe,0.37137816880494584
20191008,LPPI GEF INTRNL INCUBATOR BNYMILTD,North America,0.6881837783296024
20191008,LPPI GEF INTRNL INCUBATOR BNYMILTD,Western Europe,0.31181622167039796
20191008,LPPI GEF MAGELLAN BNYMILTD,Asia Pacific,0.05881441575196518
20191008,LPPI GEF MAGELLAN BNYMILTD,North America,0.6991740411745707
20191008,LPPI GEF MAGELLAN BNYMILTD,Western Europe,0.24201154307346406
20191008,LPPI GEF ROBECO BNYMILTD,Asia Pacific,0.15350916668895231
20191008,LPPI GEF ROBECO BNYMILTD,North America,0.6398168727409159
20191008,LPPI GEF ROBECO BNYMILTD,Western Europe,0.20667396057013143
20191008,LPPI GEF WELLINGTON BNYMILTD,Asia Pacific,0.10582796533898009
20191008,LPPI GEF WELLINGTON BNYMILTD,North America,0.7236312949735718
20191008,LPPI GEF WELLINGTON BNYMILTD,Western Europe,0.17054073968744798
20191008,LPPI GF FT EGL BNYMILTD BRZEX650557,South & Central America,1.0
20191008,OVERALL,Africa / Middle East,0.0030094011334524397
20191008,OVERALL,Asia Pacific,0.10058714896218882
20191008,OVERALL,Central Asia,0.00015378611153810167
20191008,OVERALL,Eastern Europe,0.0014502219806506842
20191008,OVERALL,North America,0.6062615376407825
20191008,OVERALL,Not Available,0.014911134804237513
20191008,OVERALL,South & Central America,0.006713047301373156
20191008,OVERALL,Western Europe,0.2669137220657762
20191009,LPPI  GF BARON BNYMILTD BRZEX589145,South & Central America,1.0
20191009,LPPI GEF BARON BNYMILTD,Africa / Middle East,0.06746886811091204
20191009,LPPI GEF BARON BNYMILTD,Asia Pacific,0.581542932147767
20191009,LPPI GEF BARON BNYMILTD,Central Asia,0.18994385335747577
20191009,LPPI GEF BARON BNYMILTD,Eastern Europe,0.03300278237125217
20191009,LPPI GEF BARON BNYMILTD,North America,0.04199460028735077
20191009,LPPI GEF BARON BNYMILTD,South & Central America,0.07448055685883823
20191009,LPPI GEF BARON BNYMILTD,Western Europe,0.01156640686640378
20191009,LPPI GEF FIRST EAGLE BNYMILTD,Asia Pacific,0.19735749036723
20191009,LPPI GEF FIRST EAGLE BNYMILTD,North America,0.4849809839461224
20191009,LPPI GEF FIRST EAGLE BNYMILTD,Not Available,0.1198984623082222
20191009,LPPI GEF FIRST EAGLE BNYMILTD,Western Europe,0.19776306337842506
20191009,LPPI GEF INTERNAL EQUITY BNYMILTD,North America,0.6290529575039243
20191009,LPPI GEF INTERNAL EQUITY BNYMILTD,Western Europe,0.37094704249607574
20191009,LPPI GEF INTRNL INCUBATOR BNYMILTD,North America,0.6899063905285225
20191009,LPPI GEF INTRNL INCUBATOR BNYMILTD,Western Europe,0.31009360947147746
20191009,LPPI GEF MAGELLAN BNYMILTD,Asia Pacific,0.059320405603080675
20191009,LPPI GEF MAGELLAN BNYMILTD,North America,0.6989524880575451
20191009,LPPI GEF MAGELLAN BNYMILTD,Western Europe,0.241727106339374
20191009,LPPI GEF ROBECO BNYMILTD,Asia Pacific,0.15252023008546997
20191009,LPPI GEF ROBECO BNYMILTD,North America,0.6415053373865728
20191009,LPPI GEF ROBECO BNYMILTD,Western Europe,0.2059744325279576
20191009,LPPI GEF WELLINGTON BNYMILTD,Asia Pacific,0.10407822092729554
20191009,LPPI GEF WELLINGTON BNYMILTD,North America,0.7250944547291411
20191009,LPPI GEF WELLINGTON BNYMILTD,Western Europe,0.17082732434356301
20191009,LPPI GF FT EGL BNYMILTD BRZEX650557,South & Central America,1.0
20191009,OVERALL,Africa / Middle East,0.0029858916827760476
20191009,OVERALL,Asia Pacific,0.09352420575496348
20191009,OVERALL,Central Asia,0.008406125488902221
20191009,OVERALL,Eastern Europe,0.001460565978797739
20191009,OVERALL,North America,0.6058020296683807
20191009,OVERALL,Not Available,0.014788863015392712
20191009,OVERALL,South & Central America,0.006697619284403851
20191009,OVERALL,Western Europe,0.2663346991263832
20191010,LPPI  GF BARON BNYMILTD BRZEX589145,Not Available,0.1818130403562043
20191010,LPPI  GF BARON BNYMILTD BRZEX589145,South & Central America,0.8181869596437958
20191010,LPPI GEF BARON BNYMILTD,Africa / Middle East,0.06840385772163492
20191010,LPPI GEF BARON BNYMILTD,Asia Pacific,0.5787094454680398
20191010,LPPI GEF BARON BNYMILTD,Central Asia,0.1902520871881531
20191010,LPPI GEF BARON BNYMILTD,Eastern Europe,0.032675401441556624
20191010,LPPI GEF BARON BNYMILTD,North America,0.04183252479286041
20191010,LPPI GEF BARON BNYMILTD,Not Available,0.0029410940715908314
20191010,LPPI GEF BARON BNYMILTD,South & Central America,0.07365702323666112
20191010,LPPI GEF BARON BNYMILTD,Western Europe,0.011528566079503203
20191010,LPPI GEF FIRST EAGLE BNYMILTD,Asia Pacific,0.21516472868694075
20191010,LPPI GEF FIRST EAGLE BNYMILTD,North America,0.47388946915416735
20191010,LPPI GEF FIRST EAGLE BNYMILTD,Not Available,0.11545365718049168
20191010,LPPI GEF FIRST EAGLE BNYMILTD,Western Europe,0.19549214497840023
20191010,LPPI GEF INTERNAL EQUITY BNYMILTD,North America,0.62861544977914
20191010,LPPI GEF INTERNAL EQUITY BNYMILTD,Western Europe,0.3713845502208601
20191010,LPPI GEF INTRNL INCUBATOR BNYMILTD,North America,0.6929134938525354
20191010,LPPI GEF INTRNL INCUBATOR BNYMILTD,Western Europe,0.3070865061474645
20191010,LPPI GEF MAGELLAN BNYMILTD,Asia Pacific,0.059287637677935295
20191010,LPPI GEF MAGELLAN BNYMILTD,North America,0.6976453757222446
20191010,LPPI GEF MAGELLAN BNYMILTD,Western Europe,0.24306698659982012
20191010,LPPI GEF ROBECO BNYMILTD,Asia Pacific,0.15133830486004834
20191010,LPPI GEF ROBECO BNYMILTD,North America,0.6417536150294765
20191010,LPPI GEF ROBECO BNYMILTD,Western Europe,0.20690808011047535
20191010,LPPI GEF WELLINGTON BNYMILTD,Asia Pacific,0.103205444591368
20191010,LPPI GEF WELLINGTON BNYMILTD,North America,0.726039420687391
20191010,LPPI GEF WELLINGTON BNYMILTD,Western Europe,0.17075513472124107
20191010,LPPI GF FT EGL BNYMILTD BRZEX650557,South & Central America,1.0
20191010,OVERALL,Africa / Middle East,0.0030408690784119717
20191010,OVERALL,Asia Pacific,0.09577923926653326
20191010,OVERALL,Central Asia,0.008457588625894324
20191010,OVERALL,Eastern Europe,0.0014525733076732777
20191010,OVERALL,North America,0.6036295644616385
20191010,OVERALL,Not Available,0.015196657024132532
20191010,OVERALL,South & Central America,0.0060930623817029
20191010,OVERALL,Western Europe,0.2663504458540127
20191011,LPPI  GF BARON BNYMILTD BRZEX589145,Not Available,0.1823455578778134
20191011,LPPI  GF BARON BNYMILTD BRZEX589145,South & Central America,0.8176544421221867
20191011,LPPI GEF BARON BNYMILTD,Africa / Middle East,0.0705841855200466
20191011,LPPI GEF BARON BNYMILTD,Asia Pacific,0.57456571456396
20191011,LPPI GEF BARON BNYMILTD,Central Asia,0.18986808738816094
20191011,LPPI GEF BARON BNYMILTD,Eastern Europe,0.03221946593435958
20191011,LPPI GEF BARON BNYMILTD,North America,0.042248013235716295
20191011,LPPI GEF BARON BNYMILTD,Not Available,0.0028822779411708005
20191011,LPPI GEF BARON BNYMILTD,South & Central America,0.07565911967297462
20191011,LPPI GEF BARON BNYMILTD,Western Europe,0.011973135743611425
20191011,LPPI GEF FIRST EAGLE BNYMILTD,Asia Pacific,0.2147547038296809
20191011,LPPI GEF FIRST EAGLE BNYMILTD,North America,0.47322202377877326
20191011,LPPI GEF FIRST EAGLE BNYMILTD,Not Available,0.1139409166818976
20191011,LPPI GEF FIRST EAGLE BNYMILTD,Western Europe,0.19808235570964794
20191011,LPPI GEF INTERNAL EQUITY BNYMILTD,North America,0.6311378369307169
20191011,LPPI GEF INTERNAL EQUITY BNYMILTD,Western Europe,0.36886216306928304
20191011,LPPI GEF INTRNL INCUBATOR BNYMILTD,North America,0.6915522459406541
20191011,LPPI GEF INTRNL INCUBATOR BNYMILTD,Western Europe,0.3084477540593457
20191011,LPPI GEF MAGELLAN BNYMILTD,Asia Pacific,0.06099294171855925
20191011,LPPI GEF MAGELLAN BNYMILTD,North America,0.6937936268329197
20191011,LPPI GEF MAGELLAN BNYMILTD,Western Europe,0.2452134314485211
20191011,LPPI GEF ROBECO BNYMILTD,Asia Pacific,0.15136776757762993
20191011,LPPI GEF ROBECO BNYMILTD,North America,0.6377847366525647
20191011,LPPI GEF ROBECO BNYMILTD,Western Europe,0.21084749576980522
20191011,LPPI GEF WELLINGTON BNYMILTD,Asia Pacific,0.10347726827322354
20191011,LPPI GEF WELLINGTON BNYMILTD,North America,0.722444462471423
20191011,LPPI GEF WELLINGTON BNYMILTD,Western Europe,0.1740782692553534
20191011,LPPI GF FT EGL BNYMILTD BRZEX650557,South & Central America,1.0
20191011,OVERALL,Africa / Middle East,0.0031025919445497882
20191011,OVERALL,Asia Pacific,0.09556129294648681
20191011,OVERALL,Central Asia,0.00834582412642954
20191011,OVERALL,Eastern Europe,0.0014162358710967863
20191011,OVERALL,North America,0.6033752653716732
20191011,OVERALL,Not Available,0.014985003770521485
20191011,OVERALL,South & Central America,0.006189617361046577
20191011,OVERALL,Western Europe,0.267024168608195
20191014,LPPI  GF BARON BNYMILTD BRZEX589145,Not Available,0.18197439211191013
20191014,LPPI  GF BARON BNYMILTD BRZEX589145,South & Central America,0.8180256078880899
20191014,LPPI GEF BARON BNYMILTD,Africa / Middle East,0.06378577172217323
20191014,LPPI GEF BARON BNYMILTD,Asia Pacific,0.6002672056099551
20191014,LPPI GEF BARON BNYMILTD,Central Asia,0.17947617606249536
20191014,LPPI GEF BARON BNYMILTD,Eastern Europe,0.03021872925748126
20191014,LPPI GEF BARON BNYMILTD,North America,0.040078717603688724
20191014,LPPI GEF BARON BNYMILTD,Not Available,0.0027192675169466266
20191014,LPPI GEF BARON BNYMILTD,South & Central America,0.07213626800527109
20191014,LPPI GEF BARON BNYMILTD,Western Europe,0.011317864221988758
20191014,LPPI GEF FIRST EAGLE BNYMILTD,Asia Pacific,0.07599005043177798
20191014,LPPI GEF FIRST EAGLE BNYMILTD,North America,0.5285650964416088
20191014,LPPI GEF FIRST EAGLE BNYMILTD,Not Available,0.14518881884100268
20191014,LPPI GEF FIRST EAGLE BNYMILTD,Western Europe,0.2502560342856103
20191014,LPPI GEF INTERNAL EQUITY BNYMILTD,North America,0.6327720000431026
20191014,LPPI GEF INTERNAL EQUITY BNYMILTD,Western Europe,0.3672279999568973
20191014,LPPI GEF INTRNL INCUBATOR BNYMILTD,North America,0.6744460686400352
20191014,LPPI GEF INTRNL INCUBATOR BNYMILTD,Western Europe,0.3255539313599645
20191014,LPPI GEF MAGELLAN BNYMILTD,Asia Pacific,0.060688686623923134
20191014,LPPI GEF MAGELLAN BNYMILTD,North America,0.6939225735291735
20191014,LPPI GEF MAGELLAN BNYMILTD,Western Europe,0.24538873984690315
20191014,LPPI GEF ROBECO BNYMILTD,Asia Pacific,0.13629259668502358
20191014,LPPI GEF ROBECO BNYMILTD,North America,0.6228079523278578
20191014,LPPI GEF ROBECO BNYMILTD,Western Europe,0.2408994509871184
20191014,LPPI GEF WELLINGTON BNYMILTD,Asia Pacific,0.06221641288086282
20191014,LPPI GEF WELLINGTON BNYMILTD,North America,0.7238971744275542
20191014,LPPI GEF WELLINGTON BNYMILTD,Western Europe,0.21388641269158315
20191014,LPPI GF FT EGL BNYMILTD BRZEX650557,South & Central America,1.0
20191014,OVERALL,Africa / Middle East,0.0031642276021314267
20191014,OVERALL,Asia Pacific,0.07273325918783613
20191014,OVERALL,Central Asia,0.008903293867722109
20191014,OVERALL,Eastern Europe,0.001499063735316063
20191014,OVERALL,North America,0.6067001487919458
20191014,OVERALL,Not Available,0.016115585215635938
20191014,OVERALL,South & Central America,0.006643086892286655
20191014,OVERALL,Western Europe,0.2842413347071263
20191015,LPPI  GF BARON BNYMILTD BRZEX589145,Not Available,0.18132292591134663
20191015,LPPI  GF BARON BNYMILTD BRZEX589145,South & Central America,0.8186770740886534
20191015,LPPI GEF BARON BNYMILTD,Africa / Middle East,0.06320912661904667
20191015,LPPI GEF BARON BNYMILTD,Asia Pacific,0.6044633419997654
20191015,LPPI GEF BARON BNYMILTD,Central Asia,0.1790389757407206
20191015,LPPI GEF BARON BNYMILTD,Eastern Europe,0.029994407436588436
20191015,LPPI GEF BARON BNYMILTD,North America,0.039295375938524404
20191015,LPPI GEF BARON BNYMILTD,Not Available,0.00267509890659863
20191015,LPPI GEF BARON BNYMILTD,South & Central America,0.06978773020915158
20191015,LPPI GEF BARON BNYMILTD,Western Europe,0.011535943149604287
20191015,LPPI GEF FIRST EAGLE BNYMILTD,Asia Pacific,0.21502655517347596
20191015,LPPI GEF FIRST EAGLE BNYMILTD,North America,0.47314930125180255
20191015,LPPI GEF FIRST EAGLE BNYMILTD,Not Available,0.11316305151673918
20191015,LPPI GEF FIRST EAGLE BNYMILTD,Western Europe,0.19866109205798227
20191015,LPPI GEF INTERNAL EQUITY BNYMILTD,North America,0.6330747759890645
20191015,LPPI GEF INTERNAL EQUITY BNYMILTD,Western Europe,0.36692522401093597
20191015,LPPI GEF INTRNL INCUBATOR BNYMILTD,North America,0.6876758602076373
20191015,LPPI GEF INTRNL INCUBATOR BNYMILTD,Western Europe,0.31232413979236284
20191015,LPPI GEF MAGELLAN BNYMILTD,Asia Pacific,0.06177443967441171
20191015,LPPI GEF MAGELLAN BNYMILTD,North America,0.6939458248233047
20191015,LPPI GEF MAGELLAN BNYMILTD,Western Europe,0.24427973550228316
20191015,LPPI GEF ROBECO BNYMILTD,Asia Pacific,0.15073897012574144
20191015,LPPI GEF ROBECO BNYMILTD,North America,0.6376814012291189
20191015,LPPI GEF ROBECO BNYMILTD,Western Europe,0.21157962864513954
